bar_time,symbol,timeframe,open,high,low,close,tick_volume,source_path,source_row_number,contract_version
2016-01-04T00:00:00,EURNZD,1H,1.59066,1.59137,1.5897000000000001,1.5901,776.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,2,purchased_csv_contract_v1
2016-01-04T01:00:00,EURNZD,1H,1.5899,1.5901,1.587,1.5887,5028.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,3,purchased_csv_contract_v1
2016-01-04T02:00:00,EURNZD,1H,1.5887,1.59341,1.58833,1.59307,3955.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,4,purchased_csv_contract_v1
2016-01-04T03:00:00,EURNZD,1H,1.59307,1.6045,1.5929799999999998,1.60445,6157.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,5,purchased_csv_contract_v1
2016-01-04T04:00:00,EURNZD,1H,1.6044,1.6084,1.6037,1.6066,4879.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,6,purchased_csv_contract_v1
2016-01-04T05:00:00,EURNZD,1H,1.6067,1.6103,1.60531,1.6095000000000002,2999.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,7,purchased_csv_contract_v1
2016-01-04T06:00:00,EURNZD,1H,1.6094,1.61048,1.60842,1.60976,4361.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,8,purchased_csv_contract_v1
2016-01-04T07:00:00,EURNZD,1H,1.60976,1.6143999999999998,1.6087099999999999,1.6132300000000002,5311.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,9,purchased_csv_contract_v1
2016-01-04T08:00:00,EURNZD,1H,1.61322,1.61351,1.6104500000000002,1.61113,4876.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,10,purchased_csv_contract_v1
2016-01-04T09:00:00,EURNZD,1H,1.61113,1.61494,1.61069,1.61184,9217.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,11,purchased_csv_contract_v1
2016-01-04T10:00:00,EURNZD,1H,1.61182,1.61726,1.6115599999999999,1.6147200000000002,11688.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,12,purchased_csv_contract_v1
2016-01-04T11:00:00,EURNZD,1H,1.6148500000000001,1.61683,1.61321,1.61496,7789.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,13,purchased_csv_contract_v1
2016-01-04T12:00:00,EURNZD,1H,1.6149200000000001,1.61597,1.6098,1.6103100000000001,7005.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,14,purchased_csv_contract_v1
2016-01-04T13:00:00,EURNZD,1H,1.61033,1.6146099999999999,1.6084,1.6146099999999999,7020.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,15,purchased_csv_contract_v1
2016-01-04T14:00:00,EURNZD,1H,1.6146099999999999,1.61893,1.61209,1.61383,7483.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,16,purchased_csv_contract_v1
2016-01-04T15:00:00,EURNZD,1H,1.6137700000000001,1.61524,1.60838,1.6092,9833.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,17,purchased_csv_contract_v1
2016-01-04T16:00:00,EURNZD,1H,1.60922,1.60954,1.60201,1.6021800000000002,9849.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,18,purchased_csv_contract_v1
2016-01-04T17:00:00,EURNZD,1H,1.6021800000000002,1.6065,1.60127,1.60425,12294.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,19,purchased_csv_contract_v1
2016-01-04T18:00:00,EURNZD,1H,1.60408,1.60675,1.6016599999999999,1.603,9848.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,20,purchased_csv_contract_v1
2016-01-04T19:00:00,EURNZD,1H,1.60298,1.60521,1.6025399999999999,1.6034000000000002,5498.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,21,purchased_csv_contract_v1
2016-01-04T20:00:00,EURNZD,1H,1.60343,1.60535,1.6026,1.60328,4738.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,22,purchased_csv_contract_v1
2016-01-04T21:00:00,EURNZD,1H,1.6032899999999999,1.60514,1.60253,1.60381,4482.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,23,purchased_csv_contract_v1
2016-01-04T22:00:00,EURNZD,1H,1.60391,1.60657,1.60336,1.60469,4883.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,24,purchased_csv_contract_v1
2016-01-04T23:00:00,EURNZD,1H,1.60469,1.6055899999999999,1.6036899999999998,1.60388,3814.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,25,purchased_csv_contract_v1
2016-01-05T00:00:00,EURNZD,1H,1.6032,1.6059999999999999,1.6031,1.60351,2498.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,26,purchased_csv_contract_v1
2016-01-05T01:00:00,EURNZD,1H,1.60351,1.6058,1.60332,1.60463,5075.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,27,purchased_csv_contract_v1
2016-01-05T02:00:00,EURNZD,1H,1.60467,1.6061100000000001,1.60301,1.60549,3314.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,28,purchased_csv_contract_v1
2016-01-05T03:00:00,EURNZD,1H,1.60549,1.60655,1.60118,1.60153,5463.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,29,purchased_csv_contract_v1
2016-01-05T04:00:00,EURNZD,1H,1.60151,1.6042999999999998,1.60145,1.6024699999999998,3541.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,30,purchased_csv_contract_v1
2016-01-05T05:00:00,EURNZD,1H,1.6024500000000002,1.605,1.6018,1.60458,2635.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,31,purchased_csv_contract_v1
2016-01-05T06:00:00,EURNZD,1H,1.60457,1.6067,1.60396,1.6051,2821.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,32,purchased_csv_contract_v1
2016-01-05T07:00:00,EURNZD,1H,1.6051,1.60901,1.60488,1.60747,4025.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,33,purchased_csv_contract_v1
2016-01-05T08:00:00,EURNZD,1H,1.60746,1.60934,1.60571,1.60616,4851.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,34,purchased_csv_contract_v1
2016-01-05T09:00:00,EURNZD,1H,1.60616,1.60616,1.60251,1.60486,7143.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,35,purchased_csv_contract_v1
2016-01-05T10:00:00,EURNZD,1H,1.60481,1.60987,1.60416,1.60757,9398.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,36,purchased_csv_contract_v1
2016-01-05T11:00:00,EURNZD,1H,1.60758,1.61035,1.6065399999999999,1.6071,9133.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,37,purchased_csv_contract_v1
2016-01-05T12:00:00,EURNZD,1H,1.6071,1.60895,1.6055000000000001,1.6061,8181.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,38,purchased_csv_contract_v1
2016-01-05T13:00:00,EURNZD,1H,1.60612,1.60667,1.6012499999999998,1.60183,6954.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,39,purchased_csv_contract_v1
2016-01-05T14:00:00,EURNZD,1H,1.6018,1.60327,1.6008,1.6010499999999999,7352.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,40,purchased_csv_contract_v1
2016-01-05T15:00:00,EURNZD,1H,1.6010499999999999,1.60117,1.59726,1.59763,8363.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,41,purchased_csv_contract_v1
2016-01-05T16:00:00,EURNZD,1H,1.5976,1.60707,1.59724,1.60605,9962.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,42,purchased_csv_contract_v1
2016-01-05T17:00:00,EURNZD,1H,1.60603,1.60732,1.60171,1.60264,11074.0,D:\Stock\trading_assistant\legacy_analysis\data\EURNZD_1h.csv,43,purchased_csv_contract_v1
