trade_date	actual_trade_date	universe	snapshot_minute	sector_code	sector_name	theme_code	theme_name	main_net_amount	big_order_net_amount	strength	pct_chg	relative_inflow	float_market_cap	change_from_open	member_count	main_buy_amount	main_sell_amount
20260811	20260811	featured	15:00	801631k	次新股	801631k	次新股	5518691759	2103225995	374	-1.259	8.757670092394415	630155246861	5154155969	0	6330582327	-811890568
20260811	20260811	featured	15:00	801522k	专精特新	801522k	专精特新	5372436691	2067001836	-73	-0.582	0.9384222883862708	5724967061725	5373850002	0	8166772546	-2794335855
20260811	20260811	featured	15:00	801470k	西部大开发	801470k	西部大开发	3975021993	1772033553	-81	-0.668	0.34115590028475046	11651629034357	3987655779	47	6633938178	-2658916185
20260811	20260811	featured	15:00	801445k	元器件	801445k	元器件	1960795236	2492794490	1372	0.314	0.7254985552523102	2702686617092	1908195856	325	32683755547	-30722960311
20260811	20260811	featured	15:00	801159k	机器人概念	801159k	机器人概念	1878844682	447677537	6309	-0.118	0.10131820795185109	18543998359040	1884392465	0	23920552254	-22041707572
20260811	20260811	featured	15:00	801584k	数字经济	801584k	数字经济	1052359293	218651476	-599	-0.299	0.0501800692287279	20971658851310	1048616470	0	16074403109	-15022043816
20260811	20260811	featured	15:00	801057k	石油石化	801057k	石油石化	790324197	320909587	-10	0.042	0.21674991698764137	3646249133489	821974892	0	5444043674	-4653719477
20260811	20260811	featured	15:00	801250k	并购重组	801250k	并购重组	737316566	528136850	5336	-0.284	0.052846047548937534	13952161045104	719196202	0	6880444536	-6143127970
20260811	20260811	featured	15:00	801878k	端侧AI	801878k	端侧AI	666747019	143820746	-203	-0.011	0.08673408576168777	7687254821962	654668742	0	11007195575	-10340448556
20260811	20260811	featured	15:00	801199k	汽车零部件	801199k	汽车零部件	666058127	-30680699	15	-0.184	0.03797366192223122	17540002551349	679142347	0	16543901700	-15877843573
20260811	20260811	featured	15:00	801178k	储能	801178k	储能	528764085	-19057975	-68	-0.352	0.03493478685226389	15135746705314	460129018	0	16690935323	-16162171238
20260811	20260811	featured	15:00	801657k	减速器	801657k	减速器	501549445	290297985	546	0.762	0.389681880614497	1287074072341	497299244	0	3703077188	-3201527743
20260811	20260811	featured	15:00	801248k	智能驾驶	801248k	智能驾驶	469676764	262259904	468	-0.209	0.040906955048702634	11481587017191	463146367	0	4575181631	-4105504867
20260811	20260811	featured	15:00	801511k	新型工业化	801511k	新型工业化	454613770	472188935	736	-0.268	0.053378520250202684	8516792295273	468416383	0	7940015427	-7485401657
20260811	20260811	featured	15:00	801045k	医药	801045k	医药	381467648	493100607	4681	0.076	0.04996999431784357	7633934188057	218374248	0	49789230786	-49407763138
20260811	20260811	featured	15:00	801468k	电子烟	801468k	电子烟	221925162	17102016	-13	0.102	0.3613504894318587	614154867616	217606307	27	1459722114	-1237796952
20260811	20260811	featured	15:00	801328k	消费电子	801328k	消费电子	216998667	-13927137	-21	-0.147	0.013982438602106876	15519372061988	207947801	89	11859917057	-11642918390
20260811	20260811	featured	15:00	801067k	面板	801067k	面板	202753157	87197495	-358	-0.451	0.03615529893068548	5607840703757	88565732	0	16234690307	-16031937150
20260811	20260811	featured	15:00	801027k	银行	801027k	银行	150221929	200194499	-23	-0.239	0.015162728544365999	9907315069346	152018104	42	7699709645	-7549487716
20260811	20260811	featured	15:00	801973k	保健品	801973k	保健品	147166798	17600319	-21	0.06	0.11040187020640799	1333010009023	150182851	0	1095679048	-948512250
20260811	20260811	featured	15:00	801070k	光伏	801070k	光伏	139797679	-122627101	-558	-0.426	0.012131844561082966	11523200639122	45821547	126	20805377605	-20665579926
20260811	20260811	featured	15:00	801580k	发电机	801580k	发电机	132063317	65375862	-152	-0.522	0.20564489435251904	642191080969	137293336	0	1913322553	-1781259236
20260811	20260811	featured	15:00	801411k	柔性屏	801411k	柔性屏	129635963	27704962	-65	-0.381	0.0926641692780311	1398986944037	129617168	0	447353649	-317717686
20260811	20260811	featured	15:00	801059k	字节概念	801059k	字节概念	128912960	-38159106	-27	-0.121	0.03606405721110074	3574555110242	125570025	0	1770720762	-1641807802
20260811	20260811	featured	15:00	801371k	垃圾分类	801371k	垃圾分类	123545983	41441663	-77	-0.772	0.6031262395399314	204842659630	123883011	0	616923703	-493377720
20260811	20260811	featured	15:00	801970k	集装箱	801970k	集装箱	119279702	54848443	466	-0.337	0.43556316393131095	273851674975	119279702	0	190352523	-71072821
20260811	20260811	featured	15:00	801241k	核污染概念	801241k	核污染概念	113494237	53727647	-104	-0.882	0.18388081859297684	617216291881	115698383	27	490212485	-376718248
20260811	20260811	featured	15:00	801420k	蓝宝石	801420k	蓝宝石	105970857	50296843	-69	-0.339	0.10274424370043896	1031404321871	104295618	0	629616475	-523645618
20260811	20260811	featured	15:00	801128k	国产软件	801128k	国产软件	95145126	-57445477	-143	-0.383	0.04147490787127526	2294040683473	89069807	0	3070659796	-2975514670
20260811	20260811	featured	15:00	801589k	电机电控	801589k	电机电控	93916402	-21895442	20	0.373	0.14091461618881532	666477364379	92958788	0	1253191529	-1159275127
20260811	20260811	featured	15:00	801462k	RCS	801462k	RCS	88806433	15332281	-23	0.084	0.1833346633028529	484395211468	88806433	0	261942859	-173136426
20260811	20260811	featured	15:00	801649k	两轮车	801649k	两轮车	79502759	-67022780	-98	-0.273	0.1705256383936306	466221735036	71553765	0	946478352	-866975593
20260811	20260811	featured	15:00	801310k	浙江	801310k	浙江	78631054	-36092596	-28	-0.052	0.009367544709366649	8393987585816	78720115	0	1180743248	-1102112194
20260811	20260811	featured	15:00	801193k	知识产权	801193k	知识产权	68912911	64891650	-74	-0.528	0.1984497096007515	347256295505	68912911	0	254094374	-185181463
20260811	20260811	featured	15:00	801575k	智慧矿山	801575k	智慧矿山	68760555	26709069	438	-0.618	0.3525072627356782	195061385307	68760555	0	306822212	-238061657
20260811	20260811	featured	15:00	801579k	垃圾发电	801579k	垃圾发电	57580624	-13848274	-53	-0.538	0.15151341893659007	380036464124	59059447	0	1176489070	-1118908446
20260811	20260811	featured	15:00	801253k	数字能源	801253k	数字能源	51977777	9262334	-25	0.077	0.02497915992468451	2080845679227	52488027	0	144631573	-92653796
20260811	20260811	featured	15:00	801314k	ST板块	801314k	ST板块	50949770	0	-57	0.42	0.07340525061829425	694088904688	51285120	0	413978495	-363028725
20260811	20260811	featured	15:00	801146k	阿里巴巴概念	801146k	阿里巴巴概念	50000322	-35771279	-30	-0.19	0.007153335823787304	6989790949522	49253631	0	389985411	-339985089
20260811	20260811	featured	15:00	801086k	玻璃	801086k	玻璃	46432320	26544425	2	0.026	0.06991610981391683	664114753003	43517994	19	691166014	-644733694
20260811	20260811	featured	15:00	801874k	电源	801874k	电源	44156872	33480503	-3	-0.035	0.015324466412232543	2881462284700	44156872	0	139595156	-95438284
20260811	20260811	featured	15:00	801611k	虚拟人	801611k	虚拟人	42174934	59446948	-60	-0.493	0.04551459930219141	926624306192	35371991	0	956003889	-913828955
20260811	20260811	featured	15:00	801622k	跨境支付	801622k	跨境支付	31816454	-21650302	-40	-0.285	0.0037356085427888435	8517073894538	31873894	31	310625779	-278809325
20260811	20260811	featured	15:00	801825k	烟花爆竹	801825k	烟花爆竹	29850924	7933362	-40	-0.404	0.6611188790606736	45152127621	29850924	0	100662491	-70811567
20260811	20260811	featured	15:00	801672k	web3.0	801672k	web3.0	28177888	-16371129	-29	-0.131	0.039109751508132104	720482409461	28177888	0	184486613	-156308725
20260811	20260811	featured	15:00	801210k	操作系统	801210k	操作系统	27901110	-3538382	-40	-0.162	0.020542120200604416	1358239058458	27960981	0	554677988	-526776878
20260811	20260811	featured	15:00	801422k	小金属概念	801422k	小金属概念	26271880	192375800	-354	-2.458	0.005199751726575535	5052525847672	15852357	0	1436650459	-1410378579
20260811	20260811	featured	15:00	801139k	培育钻石	801139k	培育钻石	21933945	18331715	201	-0.736	0.10143449431997247	216237534845	21933945	0	342917603	-320983658
20260811	20260811	featured	15:00	801322k	芬太尼替代	801322k	芬太尼替代	20738827	-3067045	15	0.152	0.19132925792583888	108393390665	21633056	0	111713015	-90974188
20260811	20260811	featured	15:00	801896k	成人用品	801896k	成人用品	20307835	0	-52	-0.526	0.316839369054394	64095049364	20307835	0	39203309	-18895474
20260811	20260811	featured	15:00	801388k	VPN	801388k	VPN	16497092	0	116	1.652	0.06284913663999431	262487169784	16497092	0	42782385	-26285293
20260811	20260811	featured	15:00	801762k	甘肃省	801762k	甘肃省	15769896	-3716284	-95	-0.627	0.04668738483633189	337776383391	15469896	0	54875817	-39105921
20260811	20260811	featured	15:00	801467k	REITs	801467k	REITs	15055985	-3152343	-10	-0.104	0.017599878997580393	855459574584	15690905	0	90953683	-75897698
20260811	20260811	featured	15:00	801047k	钠电池	801047k	钠电池	14995512	68079233	-56	-0.486	0.003592883080115871	4173671022859	12581364	0	1161890211	-1146894699
20260811	20260811	featured	15:00	801613k	幽门螺杆菌	801613k	幽门螺杆菌	13683598	8298447	-23	-0.232	0.057167272431603584	239360693942	17738999	0	178228637	-164545039
20260811	20260811	featured	15:00	801198k	送转填权	801198k	送转填权	12881679	-11889868	-26	0.029	0.0065785563012768535	1958131603662	6151370	0	1235344334	-1222462655
20260811	20260811	featured	15:00	801871k	汽车充电	801871k	汽车充电	12574141	56983637	-34	-0.206	0.0015860790193459214	7927814974304	13548986	0	855460134	-842885993
20260811	20260811	featured	15:00	801044k	土地流转	801044k	土地流转	12441574	-15652949	-53	-0.151	0.029635115268166177	419825395900	12441574	0	114676790	-102235216
20260811	20260811	featured	15:00	801359k	华为海思	801359k	华为海思	12142695	-25130171	-14	-0.144	0.020806020349324446	583614492158	12142695	0	197263045	-185120350
20260811	20260811	featured	15:00	801745k	四川省	801745k	四川省	11997727	-20560172	-46	-0.321	0.004155177009006351	2887416582734	11860581	0	271064979	-259067252
20260811	20260811	featured	15:00	801046k	医疗器械	801046k	医疗器械	11619838	479020283	-48	-0.335	0.0027796488659736526	4180325846995	12249676	0	5286330301	-5274710463
20260811	20260811	featured	15:00	801373k	ETC	801373k	ETC	11607165	809670	-4	-0.041	0.03450253676203096	336414828859	11607165	0	65153677	-53546512
