date,open,high,low,close,volume,amount,symbol
2024-01-02,2.34541656,2.42263192,2.33576464,2.41298,118444934,293229033.96,601991.SH
2024-01-03,2.41298,2.49019536,2.40332808,2.49019536,130642442,331856862.91,601991.SH
2024-01-04,2.49019536,2.49984728,2.44193576,2.49019536,94817200,242618648.0,601991.SH
2024-01-05,2.47089152,2.51915112,2.4612396,2.48054344,93995036,242565328.24,601991.SH
2024-01-08,2.48054344,2.48054344,2.42263192,2.43228384,59703467,151231017.84,601991.SH
2024-01-09,2.44193576,2.47089152,2.42263192,2.4612396,62719200,158961936.0,601991.SH
2024-01-10,2.4612396,2.4612396,2.43228384,2.43228384,40163382,101542609.64,601991.SH
2024-01-11,2.44193576,2.44193576,2.39367616,2.39367616,71847500,179478860.0,601991.SH
2024-01-12,2.40332808,2.48054344,2.39367616,2.47089152,114051927,290432537.08,601991.SH
2024-01-15,2.47089152,2.48054344,2.44193576,2.47089152,65436075,167168054.0,601991.SH
2024-01-16,2.4612396,2.4612396,2.40332808,2.43228384,91076857,229383588.61,601991.SH
2024-01-17,2.43228384,2.44193576,2.37437232,2.38402424,63272900,158218833.0,601991.SH
2024-01-18,2.37437232,2.37437232,2.25854928,2.30680888,136205392,324958110.09,601991.SH
2024-01-19,2.30680888,2.30680888,2.22959352,2.23924544,129163407,302464202.15,601991.SH
2024-01-22,2.22959352,2.24889736,2.13307432,2.15237816,97663205,222748324.6,601991.SH
2024-01-23,2.15237816,2.22959352,2.11377048,2.2199416,80869137,182607433.6,601991.SH
2024-01-24,2.22959352,2.28750504,2.20063776,2.28750504,87337819,203203189.17,601991.SH
2024-01-25,2.28750504,2.41298,2.27785312,2.41298,101657241,248105543.95,601991.SH
2024-01-26,2.40332808,2.42263192,2.38402424,2.41298,80378584,200606813.48,601991.SH
2024-01-29,2.41298,2.44193576,2.39367616,2.42263192,99241711,249409245.35,601991.SH
2024-01-30,2.42263192,2.45158768,2.39367616,2.39367616,97364353,244684708.88,601991.SH
2024-01-31,2.3647204,2.41298,2.27785312,2.35506848,123754509,304306351.96,601991.SH
2024-02-01,2.33576464,2.37437232,2.29715696,2.30680888,91872818,222277136.2,601991.SH
2024-02-02,2.30680888,2.34541656,2.22959352,2.2682012,95693705,228118555.45,601991.SH
2024-02-05,2.27785312,2.28750504,2.16203008,2.20063776,125366387,289031160.29,601991.SH
2024-02-06,2.18133392,2.35506848,2.171682,2.29715696,122988809,286949968.12,601991.SH
2024-02-07,2.28750504,2.42263192,2.27785312,2.42263192,147548417,361839414.58,601991.SH
2024-02-08,2.41298,2.48054344,2.41298,2.42263192,129473406,328730110.75,601991.SH
2024-02-19,2.43228384,2.48054344,2.42263192,2.45158768,108902521,276764730.14,601991.SH
2024-02-20,2.44193576,2.48054344,2.41298,2.4612396,72090486,183193739.93,601991.SH
2024-02-21,2.44193576,2.49019536,2.43228384,2.45158768,100200835,255920698.53,601991.SH
2024-02-22,2.44193576,2.47089152,2.43228384,2.4612396,74869390,190209674.9,601991.SH
2024-02-23,2.4612396,2.51915112,2.45158768,2.5094992,117725334,303996698.0,601991.SH
2024-02-26,2.51915112,2.54810688,2.43228384,2.44193576,121049946,310429315.54,601991.SH
2024-02-27,2.44193576,2.4612396,2.42263192,2.4612396,78510079,198572171.71,601991.SH
2024-02-28,2.45158768,2.5094992,2.44193576,2.45158768,134954707,345887815.1,601991.SH
2024-02-29,2.44193576,2.48054344,2.43228384,2.48054344,85078367,216968624.06,601991.SH
2024-03-01,2.48054344,2.52880304,2.47089152,2.48054344,105489864,272109759.76,601991.SH
2024-03-04,2.49019536,2.5577588,2.4612396,2.5577588,131996022,343326241.71,601991.SH
2024-03-05,2.53845496,2.6060184,2.52880304,2.5577588,156841950,418123899.0,601991.SH
2024-03-06,2.54810688,2.62532224,2.54810688,2.6060184,127580833,343231552.73,601991.SH
2024-03-07,2.6060184,2.63497416,2.57706264,2.61567032,133610071,361464270.13,601991.SH
2024-03-08,2.62532224,2.71218952,2.61567032,2.7025376,184960214,512503938.38,601991.SH
2024-03-11,2.71218952,2.76044912,2.64462608,2.68323376,169195781,471993358.18,601991.SH
2024-03-12,2.68323376,2.69288568,2.58671456,2.59636648,145114460,393917632.54,601991.SH
2024-03-13,2.59636648,2.64462608,2.58671456,2.62532224,97815000,265082863.9,601991.SH
2024-03-14,2.61567032,2.64462608,2.6060184,2.63497416,86151300,234508786.0,601991.SH
2024-03-15,2.62532224,2.7025376,2.62532224,2.69288568,134599739,372587094.8,601991.SH
2024-03-18,2.69288568,2.7990568,2.68323376,2.76044912,165619550,471834700.56,601991.SH
2024-03-19,2.76044912,2.77975296,2.7025376,2.71218952,101673048,287813807.4,601991.SH
2024-03-20,2.71218952,2.76044912,2.68323376,2.74114528,91352332,258173241.44,601991.SH
2024-03-21,2.74114528,2.7990568,2.73149336,2.77975296,116231311,333726115.62,601991.SH
2024-03-22,2.77010104,2.81836064,2.71218952,2.73149336,117847881,335251360.28,601991.SH
2024-03-25,2.67358184,2.72184144,2.63497416,2.68323376,110206317,306408469.6,601991.SH
2024-03-26,2.68323376,2.77010104,2.67358184,2.76044912,122116433,345506105.05,601991.SH
2024-03-27,2.7507972,2.78940488,2.73149336,2.74114528,106708890,305270430.86,601991.SH
2024-03-28,2.73149336,2.77975296,2.71218952,2.7507972,100871875,287654298.76,601991.SH
2024-03-29,2.7507972,2.82801256,2.7507972,2.82801256,122962163,356844628.47,601991.SH
2024-04-01,2.8473164,2.86662024,2.78940488,2.81836064,106639340,311363514.56,601991.SH
2024-04-02,2.81836064,2.90522792,2.81836064,2.895576,146020123,435428895.82,601991.SH
2024-04-03,2.88592408,2.93418368,2.85696832,2.92453176,121919094,365627372.9,601991.SH
2024-04-08,2.895576,2.98244328,2.895576,2.96313944,139097724,425575692.41,601991.SH
2024-04-09,2.95348752,3.01139904,2.92453176,2.97279136,130309498,402304098.72,601991.SH
2024-04-10,2.96313944,3.01139904,2.95348752,2.97279136,114753630,354768092.82,601991.SH
2024-04-11,2.9438356,3.0403548,2.92453176,3.0403548,161833967,503217361.95,601991.SH
2024-04-12,3.03070288,3.05965864,2.9920952,3.00174712,124333699,389508931.83,601991.SH
2024-04-15,3.00174712,3.03070288,2.9438356,3.01139904,153135607,474929270.42,601991.SH
2024-04-16,3.00174712,3.03070288,2.92453176,2.93418368,141803778,438036035.22,601991.SH
2024-04-17,2.93418368,3.02105096,2.91487984,3.02105096,113345434,348535787.92,601991.SH
2024-04-18,3.02105096,3.03070288,2.91487984,2.93418368,146672184,450418896.14,601991.SH
2024-04-19,2.92453176,2.96313944,2.87627216,2.895576,113795312,342979917.24,601991.SH
2024-04-22,2.90522792,2.97279136,2.85696832,2.86662024,104067100,314032353.09,601991.SH
2024-04-23,2.87627216,2.90522792,2.82801256,2.83766448,102731979,304005615.43,601991.SH
2024-04-24,2.87627216,2.9438356,2.86662024,2.91487984,121047183,364430958.66,601991.SH
2024-04-25,2.90522792,2.91487984,2.86662024,2.88592408,59619000,178510730.0,601991.SH
2024-04-26,2.88592408,2.96313944,2.87627216,2.95348752,98016472,295974525.06,601991.SH
2024-04-29,3.00174712,3.03070288,2.88592408,2.91487984,164541208,499374679.16,601991.SH
2024-04-30,2.91487984,2.95348752,2.895576,2.91487984,103433858,312905634.16,601991.SH
2024-05-06,2.93418368,3.03070288,2.90522792,3.03070288,175669957,542521438.38,601991.SH
2024-05-07,3.03070288,3.05965864,2.96313944,2.9920952,127763600,396715547.0,601991.SH
