date,open,high,low,close,volume,amount,symbol
2024-01-02,6.28340166,6.35191227,6.24425274,6.32255058,14639962,94405975.14,603618.SH
2024-01-03,6.32255058,6.3616995,6.24425274,6.30297612,8506345,54706107.0,603618.SH
2024-01-04,6.34212504,6.34212504,6.21489105,6.2638272,7801904,49931230.6,603618.SH
2024-01-05,6.29318889,6.34212504,6.11701875,6.14638044,8453132,53502635.02,603618.SH
2024-01-08,6.12680598,6.1659549,6.05829537,6.05829537,7471222,46675450.18,603618.SH
2024-01-09,6.07786983,6.22467828,6.0680826,6.12680598,6240200,39035838.0,603618.SH
2024-01-10,6.10723152,6.28340166,6.02893368,6.12680598,7336100,46128091.0,603618.SH
2024-01-11,6.07786983,6.24425274,6.07786983,6.20510382,7557300,47703180.0,603618.SH
2024-01-12,6.19531659,6.3616995,6.17574213,6.2638272,8674576,55739055.72,603618.SH
2024-01-15,6.28340166,6.37148673,6.21489105,6.27361443,7307800,46971363.5,603618.SH
2024-01-16,6.25403997,6.34212504,6.20510382,6.32255058,10474900,67216978.34,603618.SH
2024-01-17,6.31276335,6.38127396,6.19531659,6.20510382,8440400,54174246.76,603618.SH
2024-01-18,6.12680598,6.30297612,5.93106138,6.15616767,11797882,73381502.67,603618.SH
2024-01-19,6.15616767,6.18552936,5.97999753,6.01914645,9934700,61328502.0,603618.SH
2024-01-22,5.9702103,6.02893368,5.42212542,5.43191265,15570313,90397986.49,603618.SH
2024-01-23,5.39276373,5.43191265,5.11872129,5.2851042,16331093,87632255.62,603618.SH
2024-01-24,5.2851042,5.40255096,5.10893406,5.39276373,13322882,71608151.78,603618.SH
2024-01-25,5.41233819,5.5787211,5.31446589,5.54935941,8482300,47550936.0,603618.SH
2024-01-26,5.54935941,5.68638063,5.52978495,5.5787211,8648535,49588038.24,603618.SH
2024-01-29,5.56893387,5.62765725,5.31446589,5.34382758,7968320,44006395.1,603618.SH
2024-01-30,5.25574251,5.37318927,5.14808298,5.16765744,8840700,47457439.5,603618.SH
2024-01-31,5.13829575,5.19701913,4.81531716,4.83489162,11701950,59163779.5,603618.SH
2024-02-01,4.83489162,4.83489162,4.57063641,4.6978704,10707286,51445273.89,603618.SH
2024-02-02,4.70765763,4.77616824,4.22808336,4.38467904,14413771,65745609.8,603618.SH
2024-02-05,4.36510458,4.36510458,3.94425369,3.94425369,16076700,65703235.97,603618.SH
2024-02-06,3.84638139,4.04212599,3.55276449,3.88553031,24949831,95342035.32,603618.SH
2024-02-07,3.914892,3.914892,3.59191341,3.67021125,23983546,91420591.49,603618.SH
2024-02-08,3.7191474,4.04212599,3.64084956,4.04212599,22763860,89715037.2,603618.SH
2024-02-19,4.13021106,4.33574289,4.08127491,4.21829613,18693335,80659055.12,603618.SH
2024-02-20,4.21829613,4.28680674,4.1106366,4.26723228,8948427,38600094.64,603618.SH
2024-02-21,4.24765782,4.48255134,4.19872167,4.33574289,12728670,56943452.42,603618.SH
2024-02-22,4.38467904,4.45318965,4.3063812,4.43361519,9571825,42855004.5,603618.SH
2024-02-23,4.43361519,4.63914702,4.43361519,4.63914702,11982513,55471433.49,603618.SH
2024-02-26,4.64893425,4.83489162,4.61957256,4.71744486,13358000,64288350.0,603618.SH
2024-02-27,4.73701932,4.893615,4.63914702,4.87404054,8423400,41269525.0,603618.SH
2024-02-28,4.90340223,5.04042345,4.5021258,4.5021258,21124873,102759586.81,603618.SH
2024-02-29,4.45318965,4.67829594,4.44340242,4.66850871,12953300,60836062.0,603618.SH
2024-03-01,4.65872148,4.77616824,4.64893425,4.75659378,8912100,42993709.0,603618.SH
2024-03-04,4.77616824,4.83489162,4.61957256,4.74680655,7256779,34963283.02,603618.SH
2024-03-05,4.6978704,4.74680655,4.59021087,4.60978533,7243848,34355833.62,603618.SH
2024-03-06,4.59021087,4.7957427,4.57063641,4.73701932,7860366,37779482.4,603618.SH
2024-03-07,4.77616824,4.86425331,4.6978704,4.74680655,7931020,38809234.8,603618.SH
2024-03-08,4.81531716,4.81531716,4.72723209,4.7957427,7332849,35735404.06,603618.SH
2024-03-11,4.78595547,4.92297669,4.76638101,4.893615,9835834,48841658.16,603618.SH
2024-03-12,4.893615,4.97191284,4.82510439,4.91318946,8130245,40595254.38,603618.SH
2024-03-13,4.92297669,4.98170007,4.88382777,4.94255115,8534265,43050483.68,603618.SH
2024-03-14,4.97191284,4.9914873,4.84467885,4.893615,9291025,46695113.12,603618.SH
2024-03-15,4.88382777,4.97191284,4.85446608,4.97191284,7826265,39296019.9,603618.SH
2024-03-18,4.98170007,5.09914683,4.97191284,5.09914683,12862015,66413357.25,603618.SH
2024-03-19,5.09914683,5.12850852,5.05021068,5.07957237,6876715,35747225.35,603618.SH
2024-03-20,5.0893596,5.13829575,5.05999791,5.13829575,7773700,40515322.0,603618.SH
2024-03-21,5.15787021,5.17744467,5.03063622,5.11872129,7085103,36906860.69,603618.SH
2024-03-22,5.0893596,5.13829575,5.00127453,5.09914683,8837100,45798832.0,603618.SH
2024-03-25,5.0893596,5.09914683,4.94255115,4.95233838,8831000,45384746.0,603618.SH
2024-03-26,4.97191284,5.03063622,4.88382777,4.98170007,8326318,42191682.9,603618.SH
2024-03-27,4.9914873,5.02084899,4.7957427,4.7957427,8045528,40261250.4,603618.SH
2024-03-28,4.80552993,4.97191284,4.77616824,4.91318946,8929106,44685101.41,603618.SH
2024-03-29,4.92297669,5.02084899,4.90340223,5.01106176,6974793,35401666.5,603618.SH
2024-04-01,5.04042345,5.11872129,5.02084899,5.10893406,8359460,43423493.4,603618.SH
2024-04-02,5.11872129,5.17744467,5.06978514,5.15787021,8832546,46309992.0,603618.SH
2024-04-03,5.16765744,5.20680636,5.05021068,5.09914683,6658500,34715498.0,603618.SH
2024-04-08,5.05021068,5.12850852,4.95233838,4.96212561,8366315,43010644.15,603618.SH
2024-04-09,4.9914873,5.11872129,4.98170007,5.11872129,7999800,41402919.0,603618.SH
2024-04-10,5.0893596,5.10893406,4.93276392,4.97191284,7923800,40351562.0,603618.SH
2024-04-11,4.92297669,5.10893406,4.91318946,5.03063622,9127965,47001300.45,603618.SH
2024-04-12,5.00127453,5.06978514,4.94255115,4.96212561,6222500,31713912.0,603618.SH
2024-04-15,5.04042345,5.05999791,4.62935979,4.71744486,14336568,70147777.48,603618.SH
2024-04-16,4.5999981,4.64893425,4.24765782,4.24765782,16334200,72717066.27,603618.SH
2024-04-17,4.38467904,4.5999981,4.31616843,4.59021087,16494809,75657940.99,603618.SH
2024-04-18,4.62935979,4.64893425,4.48255134,4.58042364,10124012,47250375.32,603618.SH
2024-04-19,4.57063641,4.60978533,4.43361519,4.48255134,8155100,37505588.0,603618.SH
2024-04-22,4.49233857,4.52170026,4.33574289,4.38467904,9044218,40685519.0,603618.SH
2024-04-23,4.42382796,4.52170026,4.4042535,4.44340242,6448100,29405746.0,603618.SH
2024-04-24,4.47276411,4.60978533,4.45318965,4.60978533,8821303,41121867.04,603618.SH
2024-04-25,4.58042364,4.70765763,4.54127472,4.65872148,7007650,33282616.5,603618.SH
2024-04-26,4.64893425,4.74680655,4.58042364,4.73701932,6863500,32937732.0,603618.SH
2024-04-29,4.77616824,4.9914873,4.73701932,4.97191284,11460800,57454423.0,603618.SH
2024-04-30,4.98170007,5.00127453,4.893615,4.95233838,7064650,35741162.5,603618.SH
2024-05-06,4.97191284,5.0893596,4.97191284,5.07957237,8676787,44689422.16,603618.SH
2024-05-07,5.07957237,5.11872129,5.02084899,5.07957237,5176000,26826729.0,603618.SH
2024-05-08,5.06978514,5.14808298,5.04042345,5.06978514,8111468,42286540.28,603618.SH
2024-05-09,5.04042345,5.19701913,5.04042345,5.16765744,7926797,41800493.65,603618.SH
2024-05-10,5.16765744,5.2851042,5.13829575,5.26552974,9307337,49690166.32,603618.SH
2024-05-13,5.23616805,5.35361481,5.11872129,5.25574251,9097700,48807322.0,603618.SH
2024-05-14,5.25574251,5.33404035,5.21659359,5.26552974,5885205,31689528.22,603618.SH
2024-05-15,5.27531697,5.29489143,5.15787021,5.17744467,5799200,31004529.32,603618.SH
2024-05-16,5.15787021,5.21659359,5.09914683,5.13829575,6433857,33871405.6,603618.SH
2024-05-17,5.0893596,5.21659359,5.0893596,5.17744467,5586200,29431135.0,603618.SH
2024-05-20,5.22638082,5.25574251,5.14808298,5.21659359,6666100,35506731.0,603618.SH
2024-05-21,5.24595528,5.25574251,5.11872129,5.15787021,6048350,31845806.0,603618.SH
2024-05-22,5.15787021,5.20680636,5.0893596,5.12850852,4667700,24526224.0,603618.SH
2024-05-23,5.11872129,5.13829575,5.01106176,5.02084899,5013450,25874791.0,603618.SH
2024-05-24,5.04042345,5.17744467,5.04042345,5.0893596,6161470,32260654.1,603618.SH
2024-05-27,5.1487696,5.16857256,5.0497548,5.10916368,6875276,35353563.18,603618.SH
2024-05-28,5.12896664,5.30719328,5.05965628,5.18837552,10770775,56516261.65,603618.SH
2024-05-29,5.198277,5.25768588,5.0992622,5.1487696,7753300,40476559.46,603618.SH
2024-05-30,5.10916368,5.1487696,5.01014888,5.0497548,5830200,29814634.0,603618.SH
2024-05-31,4.99034592,5.08936072,4.99034592,5.03985332,6015501,30664846.1,603618.SH
2024-06-03,5.08936072,5.0992622,4.76261188,4.84182372,11394000,56313397.32,603618.SH
2024-06-04,4.81211928,4.83192224,4.66359708,4.77251336,9297802,44486813.56,603618.SH
2024-06-05,4.8022178,4.81211928,4.57448376,4.58438524,7489000,35249006.0,603618.SH
2024-06-06,4.6041882,4.63389264,4.24773492,4.31704528,13938938,61630645.76,603618.SH
2024-06-07,4.33684824,4.5051734,4.33684824,4.48537044,10385600,46368460.0,603618.SH
2024-06-11,4.47546896,4.48537044,4.36655268,4.46556748,7618900,34068648.0,603618.SH
2024-06-12,4.47546896,4.53487784,4.4061586,4.51507488,6529270,29638897.5,603618.SH
2024-06-13,4.51507488,4.59428672,4.49527192,4.52497636,5960570,27355265.0,603618.SH
2024-06-14,4.52497636,4.6536956,4.49527192,4.6041882,8263428,38353655.08,603618.SH
2024-06-17,4.6041882,4.67349856,4.54477932,4.56458228,7454800,34609153.0,603618.SH
2024-06-18,4.5546808,4.61408968,4.51507488,4.6041882,5932613,27395539.71,603618.SH
2024-06-19,4.63389264,4.63389264,4.54477932,4.5546808,4757100,21994263.0,603618.SH
2024-06-20,4.54477932,4.56458228,4.38635564,4.39625712,5727500,25714045.0,603618.SH
2024-06-21,4.39625712,4.43586304,4.3566512,4.38635564,4054600,17980680.0,603618.SH
2024-06-24,4.34674972,4.34674972,4.13881864,4.16852308,9747200,41495160.0,603618.SH
2024-06-25,4.13881864,4.24773492,4.13881864,4.18832604,6218600,26311660.0,603618.SH
2024-06-26,4.1586216,4.34674972,4.13881864,4.32694676,5583129,23894563.44,603618.SH
2024-06-27,4.32694676,4.37645416,4.22793196,4.22793196,5907600,25642513.0,603618.SH
2024-06-28,4.24773492,4.4061586,4.18832604,4.33684824,7193500,31488504.0,603618.SH
2024-07-01,4.31704528,4.39625712,4.29724232,4.37645416,5814700,25537565.0,603618.SH
2024-07-02,4.36655268,4.81211928,4.34674972,4.81211928,18328155,85290669.3,603618.SH
2024-07-03,4.94083852,5.2972918,4.5546808,5.06955776,67302778,332236960.33,603618.SH
2024-07-04,4.66359708,4.95074,4.61408968,4.73290744,56707283,271157335.36,603618.SH
2024-07-05,4.74280892,4.93093704,4.6536956,4.8517252,47705960,231743613.35,603618.SH
2024-07-08,4.79231632,5.0992622,4.69330152,4.95074,46372477,229960232.1,603618.SH
2024-07-09,4.89133112,4.95074,4.68340004,4.89133112,40812829,198456271.22,603618.SH
2024-07-10,4.8022178,4.89133112,4.72300596,4.74280892,26569389,128234405.87,603618.SH
2024-07-11,4.7527104,4.94083852,4.7527104,4.92103556,33439475,163829055.01,603618.SH
2024-07-12,4.87152816,4.88142964,4.69330152,4.703203,28090049,135380840.79,603618.SH
2024-07-15,4.68340004,4.69330152,4.38635564,4.44576452,27037859,122002908.27,603618.SH
