date,open,high,low,close,volume,amount,symbol
2024-01-02,99.11,99.11,94.76,94.8,522260,50228794.01,688515.SH
2024-01-03,95.1,95.1,90.89,90.98,661182,60858761.03,688515.SH
2024-01-04,91.29,91.29,87.8,89.19,599108,53255469.75,688515.SH
2024-01-05,89.19,89.76,84.9,85.52,476346,41379519.33,688515.SH
2024-01-08,85.34,86.01,81.01,81.47,621154,51703816.93,688515.SH
2024-01-09,82.27,83.89,80.25,80.48,825703,67720524.62,688515.SH
2024-01-10,80.6,82.06,78.55,79.55,607699,48785802.47,688515.SH
2024-01-11,79.54,83.29,79.46,81.65,753225,61510724.08,688515.SH
2024-01-12,81.6,81.85,79.0,79.08,652265,52513008.76,688515.SH
2024-01-15,79.08,80.4,77.56,78.74,663882,52428780.1,688515.SH
2024-01-16,78.6,78.75,75.21,77.0,785014,60247407.27,688515.SH
2024-01-17,76.91,76.91,73.0,73.25,560936,42047992.19,688515.SH
2024-01-18,73.25,75.0,71.7,74.17,739219,54118764.59,688515.SH
2024-01-19,74.3,75.2,72.95,73.15,613918,45349378.45,688515.SH
2024-01-22,73.8,74.0,68.35,69.2,793731,56587538.45,688515.SH
2024-01-23,69.77,70.48,67.78,69.62,833832,57671591.71,688515.SH
2024-01-24,70.22,70.22,66.0,69.15,754221,51304860.49,688515.SH
2024-01-25,68.52,71.48,68.1,71.13,669496,46958965.71,688515.SH
2024-01-26,71.23,71.5,68.28,68.46,576233,40207638.32,688515.SH
2024-01-29,69.0,70.58,66.3,66.78,643887,44249732.72,688515.SH
2024-01-30,66.66,66.93,64.6,64.6,624502,41072939.56,688515.SH
2024-01-31,64.28,65.49,60.11,60.11,760489,47763024.24,688515.SH
2024-02-01,60.1,62.87,58.3,61.0,782611,47715516.11,688515.SH
2024-02-02,61.58,62.5,56.2,58.39,856775,51238087.57,688515.SH
2024-02-05,58.09,58.09,48.0,49.68,1157531,60356333.72,688515.SH
2024-02-06,49.18,54.46,46.58,52.46,1352037,67297059.53,688515.SH
2024-02-07,55.01,55.01,47.06,48.88,1186466,60782914.69,688515.SH
2024-02-08,48.99,57.71,48.99,56.29,1595930,86286854.83,688515.SH
2024-02-19,56.5,59.76,55.05,59.59,1767553,102449240.92,688515.SH
2024-02-20,60.0,60.0,57.5,59.8,1136329,66539277.62,688515.SH
2024-02-21,58.9,60.8,57.6,58.79,1680428,99700988.25,688515.SH
2024-02-22,58.48,60.19,58.32,59.88,1732441,102938320.23,688515.SH
2024-02-23,60.6,63.85,59.62,63.57,1672055,102800834.87,688515.SH
