date,open,high,low,close,volume,amount,symbol
2024-01-02,16.1495573,16.23850835,15.9716552,15.9914221,5004484,81242634.64,603738.SH
2024-01-03,16.04083935,16.29780905,15.68503515,15.8925876,6118840,98653534.33,603738.SH
2024-01-04,15.8925876,16.011189,15.6949186,15.80363655,4501760,72096908.0,603738.SH
2024-01-05,15.7344524,15.90247105,15.32923095,15.4379489,5248500,82553844.16,603738.SH
2024-01-08,15.42806545,15.44783235,14.9240095,15.11179505,5408479,82774100.42,603738.SH
2024-01-09,15.13156195,15.2995806,14.77575775,14.95365985,4778373,72704368.56,603738.SH
2024-01-10,15.022844,15.05249435,14.5089046,14.69669015,4488897,67005378.6,603738.SH
2024-01-11,14.6868067,15.05249435,14.53855495,14.9437764,3823100,57690405.61,603738.SH
2024-01-12,14.9437764,15.0426109,14.627506,14.6670398,3103896,46556855.2,603738.SH
2024-01-15,14.57808875,14.75599085,14.38041975,14.5879722,3739721,55263504.87,603738.SH
2024-01-16,14.5682053,14.5879722,14.232168,14.3903032,4643604,67581216.63,603738.SH
2024-01-17,14.3705363,14.4100701,13.96531485,14.034499,3241486,46411540.24,603738.SH
2024-01-18,13.9554314,14.18275075,13.5205596,14.06414935,7538290,105135522.49,603738.SH
2024-01-19,14.034499,14.3507694,13.83683,13.8565969,4250434,60255814.86,603738.SH
2024-01-22,13.83683,13.83683,12.848485,12.9473195,6878540,92474981.12,603738.SH
2024-01-23,12.9473195,13.07580435,12.72000015,12.9868533,5451548,71288015.41,603738.SH
2024-01-24,13.0066202,13.13510505,12.3147787,12.79906775,7422711,95138959.01,603738.SH
2024-01-25,12.85836845,13.6193941,12.72000015,13.56997685,9318307,124941125.85,603738.SH
2024-01-26,13.56997685,13.70834515,13.3426575,13.41184165,6223603,84842144.96,603738.SH
2024-01-29,13.4217251,13.5403265,12.91766915,12.91766915,4890003,64833047.61,603738.SH
2024-01-30,12.8880188,13.03627055,12.3543125,12.38396285,4511911,57937605.66,603738.SH
2024-01-31,12.2950118,12.40372975,11.61305375,11.71188825,9047045,109121138.79,603738.SH
2024-02-01,11.61305375,11.8799069,11.1880654,11.5438696,7249962,84634466.07,603738.SH
2024-02-02,11.5636365,11.8206062,10.38750595,10.7334267,10147706,112127487.96,603738.SH
2024-02-05,10.674126,10.674126,9.65613065,9.65613065,12609208,125897275.88,603738.SH
2024-02-06,9.20149195,10.42703975,8.895105,10.11076935,13147508,127132637.13,603738.SH
2024-02-07,10.11076935,10.5752915,9.9032169,10.20960385,10709698,110853391.17,603738.SH
2024-02-08,10.3776225,11.21771575,10.2985549,11.13864815,10426286,113469248.37,603738.SH
2024-02-19,11.29678335,11.9985083,11.29678335,11.9392076,11596911,136297707.47,603738.SH
2024-02-20,11.8008393,11.8799069,11.53398615,11.8206062,6234832,73804851.92,603738.SH
2024-02-21,11.7613055,12.1961773,11.5834034,11.81072275,7341776,88881863.56,603738.SH
2024-02-22,11.7415386,12.1566435,11.73165515,12.0973428,6884006,83777556.56,603738.SH
2024-02-23,12.2752449,12.54209805,12.0380421,12.4729139,7144171,88609547.34,603738.SH
2024-02-26,12.50256425,13.01650365,12.4926808,12.75953395,9294679,119996654.82,603738.SH
2024-02-27,12.848485,14.034499,12.6705829,14.034499,15074910,206337798.68,603738.SH
2024-02-28,14.429837,14.7065736,12.87813535,12.9473195,26231240,371582242.83,603738.SH
2024-02-29,12.75953395,13.9356645,12.75953395,13.5996272,17868822,243814583.59,603738.SH
2024-03-01,13.62927755,14.00484865,13.5007927,13.76764585,14326584,199215151.99,603738.SH
2024-03-04,13.78741275,13.9356645,13.39207475,13.6786948,10775103,149003312.5,603738.SH
2024-03-05,13.5205596,13.6589279,13.29324025,13.37230785,9094265,124019636.21,603738.SH
2024-03-06,13.2240561,13.639161,13.046154,13.441492,9079667,122901851.15,603738.SH
2024-03-07,13.70834515,13.82694655,13.1449885,13.17463885,8474918,115305850.42,603738.SH
2024-03-08,13.19440575,13.5205596,13.11533815,13.49090925,7360754,99648051.82,603738.SH
2024-03-11,13.3228906,13.5403265,13.27347335,13.5403265,7153748,97142532.76,603738.SH
2024-03-12,13.56997685,14.02461555,13.45137545,13.8565969,11914703,165663307.91,603738.SH
2024-03-13,13.90601415,14.16298385,13.88624725,13.96531485,11832321,167846488.55,603738.SH
2024-03-14,13.88624725,14.02461555,13.6589279,13.80717965,7677889,107356888.21,603738.SH
2024-03-15,13.7972962,14.0937997,13.639161,14.0740328,10119280,141954082.89,603738.SH
2024-03-18,14.0542659,14.3507694,14.0147321,14.3507694,11778448,169490131.71,603738.SH
2024-03-19,14.28158525,14.51878805,14.1531004,14.34088595,9618724,139485232.81,603738.SH
2024-03-20,14.36065285,14.9635433,14.3310025,14.7856412,14637652,217399715.52,603738.SH
2024-03-21,14.7856412,14.93389295,14.5682053,14.79552465,11375191,169562855.07,603738.SH
2024-03-22,14.79552465,14.79552465,14.30135215,14.32111905,10295039,150947984.45,603738.SH
2024-03-25,14.32111905,14.6077391,13.9158976,13.9158976,12551504,181039285.4,603738.SH
2024-03-26,13.9751983,14.3705363,13.9356645,14.0740328,9224693,131855595.75,603738.SH
2024-03-27,13.92578105,14.034499,13.3426575,13.3624244,10775875,148238081.03,603738.SH
2024-03-28,13.4612589,13.88624725,13.3624244,13.66881135,9990307,138202638.87,603738.SH
2024-03-29,13.639161,13.94554795,13.62927755,13.8565969,7201301,100317932.81,603738.SH
2024-04-01,13.8565969,14.0542659,13.8565969,13.8961307,7390162,104180417.0,603738.SH
2024-04-02,13.96531485,13.98508175,13.68857825,13.76764585,7123631,99760042.52,603738.SH
2024-04-03,13.83683,13.8565969,13.2240561,13.5600934,7177964,98197526.48,603738.SH
2024-04-08,13.5205596,13.639161,13.1054547,13.11533815,6226103,83944852.38,603738.SH
2024-04-09,13.0659209,13.49090925,13.05603745,13.47114235,5610170,75622312.3,603738.SH
2024-04-10,13.441492,13.4612589,12.8089512,12.9670864,8053523,105985277.2,603738.SH
2024-04-11,12.9473195,13.1449885,12.81883465,12.848485,4880625,64069114.03,603738.SH
2024-04-12,12.8682519,13.09557125,12.650816,12.77930085,6094837,79326849.08,603738.SH
2024-04-15,12.848485,12.9275526,12.1368766,12.3345456,9165379,115254680.69,603738.SH
2024-04-16,12.32466215,12.3740794,11.45491855,11.7020048,9459732,112476486.08,603738.SH
2024-04-17,11.8799069,12.5717484,11.8799069,12.56186495,6603124,82488012.81,603738.SH
2024-04-18,12.58163185,12.7694174,12.28512835,12.5322146,5225103,66405950.0,603738.SH
