lifted_rel_path	category	proposed_target_rel_path	size_bytes	sha256
.trae/skills/INDEX.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/INDEX.md	2557	77bd77f7462308f194a4749ea17083cecae9bfb1e9b6d96dfa918b516ea788f6
.trae/skills/README__ARCHIVE_ONLY.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/README__ARCHIVE_ONLY.md	736	60fb4e2bdef00fd72355149e6dd3d83b53322b6418bd6675e304a45f00c04549
.trae/skills/artifact-provenance-note-guard-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/artifact-provenance-note-guard-cn/SKILL.md	3794	eaa0fd211c9565b689ec8103939b5eb3f2b01cae21f1f67e7fab82f0d521daf7
.trae/skills/ashare-ops-guard/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/ashare-ops-guard/SKILL.md	7131	ce808652b8292b9f7c7163b2df774537dd6cbd721e33a24d6062043093ef1673
.trae/skills/dev-guardrails/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/dev-guardrails/SKILL.md	5790	2abd30a3784ebd6bb0796592dd623d98b434a0f28029664c6cbbe5eac039368c
.trae/skills/dual-epub-pdf-truth-anchor-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/dual-epub-pdf-truth-anchor-cn/SKILL.md	6575	98006e81656ec023f59152f297d8ad259691f62037d730b78820340ffda63aff
.trae/skills/indicator-audit-shrink-loop-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/indicator-audit-shrink-loop-cn/SKILL.md	3982	705ffc1ce30f1426752d2c9333060d6c2d4e00c097a50f55fa66c33f8c280ebd
.trae/skills/knowledge-intake-quantize-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/knowledge-intake-quantize-cn/SKILL.md	3397	f855761197b3a59a98fff32302e560ce9b16a7d2076bbf42307ea71f11d48a14
.trae/skills/main-doc-contract-mirror-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/main-doc-contract-mirror-cn/SKILL.md	7908	fbbd7929e26f3a8764086a0841a2ffabaf509578d0e8f75074dbb9e312212540
.trae/skills/mainline-full-ingest-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/mainline-full-ingest-cn/SKILL.md	6435	7f362b082f37bafeeb752fc6e9ddccba43af208589591e35981924de8752fba8
.trae/skills/mt-indicator-engineering-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/mt-indicator-engineering-cn/SKILL.md	3037	2b8e2cc46af551a956e485854ed2176d155ebd1a07593dcf06b2c23be6c72644
.trae/skills/mt5-audit/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/mt5-audit/SKILL.md	7238	a4903067cbc8fd136eb606d4911e8f355bc98497514d64ccd7e58bf7f1431afc
.trae/skills/multi-ai-discussion-guard/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/multi-ai-discussion-guard/SKILL.md	11594	0a2561eaba93bcda660ec2cdbabdc08e1337501e64a0bb587113305352a3b213
