symbol,000001.SZ,000002.SZ,000651.SZ,000725.SZ,002230.SZ,002594.SZ,300750.SZ,600019.SH,600030.SH,600050.SH,600276.SH,600309.SH,600519.SH,600760.SH,600900.SH,601012.SH,601225.SH,601318.SH,601899.SH,688981.SH
000001.SZ,0.00012205204699770076,4.8151406733284965e-05,6.83517925056699e-05,1.630459812000229e-05,-8.611806098401766e-05,-6.617139271349198e-06,-0.00011433624405489427,5.6778547416234864e-05,9.542843981239777e-06,5.291989755039006e-05,-4.9491412555252673e-05,1.1856158419885894e-05,8.489710714554477e-05,7.612435942897556e-06,9.737335431471027e-05,4.211810417714914e-06,0.00010566920582529003,7.034698862410594e-05,-9.412324357514804e-05,-0.0001448042643526424
000002.SZ,4.8151406733284965e-05,0.0005044004469989227,4.4147164415942655e-05,1.1454865926331462e-05,3.40384026604994e-05,4.059413400058629e-05,-7.331369830011059e-05,8.920404366815989e-05,2.0472837063924214e-05,5.766614633694923e-05,4.119734732058294e-06,-1.8252690545799962e-05,6.623006699448409e-05,0.00013053670837922016,4.13362792635638e-05,4.012229895057831e-05,3.719903753248291e-05,4.7653734772969756e-05,-9.980118116331462e-05,-9.068038036136895e-05
000651.SZ,6.83517925056699e-05,4.4147164415942655e-05,9.207995638022486e-05,1.9080690888789918e-05,-5.2835957228555804e-05,2.2955140196973388e-05,-9.026603867979947e-05,5.5838391330353955e-05,2.6726052966995685e-06,4.4866020151496994e-05,-3.695562850806017e-05,2.4111778217015826e-05,7.01597596630479e-05,-1.6532874208157175e-06,7.88408868484895e-05,-3.152547482339152e-05,6.99290769722826e-05,3.8336672657377275e-05,-6.22280257776559e-05,-8.795957566415376e-05
000725.SZ,1.630459812000229e-05,1.1454865926331462e-05,1.9080690888789918e-05,0.0001145756306696583,2.1363199964778296e-05,5.290125737474037e-07,-3.356697462013272e-05,4.2090858105224056e-05,-1.0735157614948631e-05,1.0870864652327025e-05,5.812360804386817e-06,6.70263299601159e-05,1.985393071465702e-05,-7.99715876919826e-06,2.3809534348511865e-05,1.068065347743054e-05,1.549767698665885e-05,2.9043897429682924e-05,1.3977581328161715e-05,-5.017431231173761e-05
002230.SZ,-8.611806098401766e-05,3.40384026604994e-05,-5.2835957228555804e-05,2.1363199964778296e-05,0.00036086041624482855,1.9155372559569145e-05,6.523463944087061e-05,-2.912753572153355e-05,-6.305830565673012e-05,-1.3980867091344717e-05,9.89949195408875e-05,-1.1954969676077102e-05,-5.055802261955354e-05,9.215660017517394e-05,-5.441773225656637e-05,7.291849352633399e-05,-8.361511942908594e-05,-0.0001003275967342471,9.27986631054638e-05,0.00012175106841958576
002594.SZ,-6.617139271349198e-06,4.059413400058629e-05,2.2955140196973388e-05,5.290125737474037e-07,1.9155372559569145e-05,0.00010390785344087183,5.803415231165749e-05,-4.532028394542446e-06,-6.125533630633588e-06,-4.627199609412868e-06,1.8673757400597666e-05,2.807689815366904e-05,3.157604931845375e-05,1.7115537968471814e-05,1.2571040611286878e-05,3.661824382455685e-05,1.826151360444456e-05,8.94365550024245e-06,-2.8370267563992278e-05,-2.421588942547758e-05
300750.SZ,-0.00011433624405489427,-7.331369830011059e-05,-9.026603867979947e-05,-3.356697462013272e-05,6.523463944087061e-05,5.803415231165749e-05,0.00048398714181746203,-0.0001197969285882563,-4.26782166236001e-05,-9.563376600689406e-05,5.306576831831057e-05,-2.937433121542382e-05,-0.00010171093550400557,-2.596442228245385e-05,-0.00012101351597880749,4.707348984946501e-05,-7.227861195507384e-05,-7.89975755346141e-05,0.00015036086463282312,0.00016201885954369758
600019.SH,5.6778547416234864e-05,8.920404366815989e-05,5.5838391330353955e-05,4.2090858105224056e-05,-2.912753572153355e-05,-4.532028394542446e-06,-0.0001197969285882563,0.00019066346047657838,-8.022490279074956e-06,4.5133786769665994e-05,-9.868627663258112e-06,5.180608572922334e-05,6.012726875413714e-05,2.0038031396342933e-05,7.582604194987351e-05,-2.0047082183338873e-05,7.658126084057741e-05,3.5785393827199114e-05,-2.775065528841857e-05,-7.843891999483176e-05
600030.SH,9.542843981239777e-06,2.0472837063924214e-05,2.6726052966995685e-06,-1.0735157614948631e-05,-6.305830565673012e-05,-6.125533630633588e-06,-4.26782166236001e-05,-8.022490279074956e-06,0.00010841397285555217,7.669131172398627e-06,-3.2977641931895606e-05,2.593571148751006e-05,2.9025558755993728e-05,-1.475775090104069e-05,-7.31114165192608e-06,-2.937036228925519e-05,-2.498649322379766e-05,6.733572066372194e-05,-3.4639902188417504e-05,-3.989967403964642e-05
600050.SH,5.291989755039006e-05,5.766614633694923e-05,4.4866020151496994e-05,1.0870864652327025e-05,-1.3980867091344717e-05,-4.627199609412868e-06,-9.563376600689406e-05,4.5133786769665994e-05,7.669131172398627e-06,6.776092291649674e-05,-1.9561507098371562e-05,1.8084059678536427e-05,3.9328494787645677e-05,1.770110639467925e-05,5.708879308156485e-05,4.995675340221423e-06,3.06710718207746e-05,2.0417215501757672e-05,-5.692459556438014e-05,-5.272144481365484e-05
600276.SH,-4.9491412555252673e-05,4.119734732058294e-06,-3.695562850806017e-05,5.812360804386817e-06,9.89949195408875e-05,1.8673757400597666e-05,5.306576831831057e-05,-9.868627663258112e-06,-3.2977641931895606e-05,-1.9561507098371562e-05,0.00023103629568260397,7.064508270665333e-06,-3.173546502802243e-05,2.0415297811294526e-05,-3.938605751256731e-05,-6.612687032266471e-05,-7.490700465241861e-05,-5.6084497367345545e-05,1.9940613949187603e-05,9.902602216088509e-05
600309.SH,1.1856158419885894e-05,-1.8252690545799962e-05,2.4111778217015826e-05,6.70263299601159e-05,-1.1954969676077102e-05,2.807689815366904e-05,-2.937433121542382e-05,5.180608572922334e-05,2.593571148751006e-05,1.8084059678536427e-05,7.064508270665333e-06,0.000267017532035328,4.120468037861492e-05,-1.972095808924319e-05,1.0057944160410684e-05,3.551166833500524e-05,2.8944367112268962e-05,1.5572094723556048e-05,4.909698958790883e-05,-0.00011690488692652435
600519.SH,8.489710714554477e-05,6.623006699448409e-05,7.01597596630479e-05,1.985393071465702e-05,-5.055802261955354e-05,3.157604931845375e-05,-0.00010171093550400557,6.012726875413714e-05,2.9025558755993728e-05,3.9328494787645677e-05,-3.173546502802243e-05,4.120468037861492e-05,0.00012747815944591309,-9.451484060702513e-06,8.2573136533602e-05,-1.4315519552735001e-05,9.633553548839242e-05,6.428207309553354e-05,-0.00012161659957659262,-0.00013030713876808684
600760.SH,7.612435942897556e-06,0.00013053670837922016,-1.6532874208157175e-06,-7.99715876919826e-06,9.215660017517394e-05,1.7115537968471814e-05,-2.596442228245385e-05,2.0038031396342933e-05,-1.475775090104069e-05,1.770110639467925e-05,2.0415297811294526e-05,-1.972095808924319e-05,-9.451484060702513e-06,0.0005068555753285954,1.8952403679477382e-05,-2.8084438146340482e-05,2.6586613703492673e-05,-6.324951180648821e-05,-2.0861227657440675e-05,5.657766599782774e-05
600900.SH,9.737335431471027e-05,4.13362792635638e-05,7.88408868484895e-05,2.3809534348511865e-05,-5.441773225656637e-05,1.2571040611286878e-05,-0.00012101351597880749,7.582604194987351e-05,-7.31114165192608e-06,5.708879308156485e-05,-3.938605751256731e-05,1.0057944160410684e-05,8.2573136533602e-05,1.8952403679477382e-05,0.00012448005160118367,-1.1917382844937897e-05,9.48414600486228e-05,3.954119869784885e-05,-9.117221293765666e-05,-0.00012047860246836286
601012.SH,4.211810417714914e-06,4.012229895057831e-05,-3.152547482339152e-05,1.068065347743054e-05,7.291849352633399e-05,3.661824382455685e-05,4.707348984946501e-05,-2.0047082183338873e-05,-2.937036228925519e-05,4.995675340221423e-06,-6.612687032266471e-05,3.551166833500524e-05,-1.4315519552735001e-05,-2.8084438146340482e-05,-1.1917382844937897e-05,0.0006863067667473784,0.00012504078150720924,2.4851610715338828e-05,6.793776734544845e-05,-0.00020880158069653819
601225.SH,0.00010566920582529003,3.719903753248291e-05,6.99290769722826e-05,1.549767698665885e-05,-8.361511942908594e-05,1.826151360444456e-05,-7.227861195507384e-05,7.658126084057741e-05,-2.498649322379766e-05,3.06710718207746e-05,-7.490700465241861e-05,2.8944367112268962e-05,9.633553548839242e-05,2.6586613703492673e-05,9.48414600486228e-05,0.00012504078150720924,0.0002795839997990765,4.8265510744516016e-05,-7.980836411876676e-05,-0.00020942386695288332
601318.SH,7.034698862410594e-05,4.7653734772969756e-05,3.8336672657377275e-05,2.9043897429682924e-05,-0.0001003275967342471,8.94365550024245e-06,-7.89975755346141e-05,3.5785393827199114e-05,6.733572066372194e-05,2.0417215501757672e-05,-5.6084497367345545e-05,1.5572094723556048e-05,6.428207309553354e-05,-6.324951180648821e-05,3.954119869784885e-05,2.4851610715338828e-05,4.8265510744516016e-05,0.00015718669829988403,-7.959682233214037e-05,-0.00012053643140787143
601899.SH,-9.412324357514804e-05,-9.980118116331462e-05,-6.22280257776559e-05,1.3977581328161715e-05,9.27986631054638e-05,-2.8370267563992278e-05,0.00015036086463282312,-2.775065528841857e-05,-3.4639902188417504e-05,-5.692459556438014e-05,1.9940613949187603e-05,4.909698958790883e-05,-0.00012161659957659262,-2.0861227657440675e-05,-9.117221293765666e-05,6.793776734544845e-05,-7.980836411876676e-05,-7.959682233214037e-05,0.0004955606952524695,4.1241404096333523e-05
688981.SH,-0.0001448042643526424,-9.068038036136895e-05,-8.795957566415376e-05,-5.017431231173761e-05,0.00012175106841958576,-2.421588942547758e-05,0.00016201885954369758,-7.843891999483176e-05,-3.989967403964642e-05,-5.272144481365484e-05,9.902602216088509e-05,-0.00011690488692652435,-0.00013030713876808684,5.657766599782774e-05,-0.00012047860246836286,-0.00020880158069653819,-0.00020942386695288332,-0.00012053643140787143,4.1241404096333523e-05,0.0006062914115532034
