Date	Time	Open	High	Low	Close	TickVolume	Spread	RealVolume
2024.01.02	00:00	1.27186	1.27186	1.27186	1.27186	1	50	0
2023.12.29	23:00	1.27478	1.27482	1.27340	1.27343	2568	50	0
2023.12.29	22:00	1.27464	1.27559	1.27449	1.27479	4704	50	0
2023.12.29	21:00	1.27481	1.27498	1.27335	1.27459	5331	50	0
2023.12.29	20:00	1.27623	1.27625	1.27419	1.27482	9140	50	0
2023.12.29	19:00	1.27407	1.27670	1.27398	1.27624	7915	50	0
2023.12.29	18:00	1.27475	1.27609	1.27303	1.27408	11257	50	0
2023.12.29	17:00	1.27330	1.27597	1.27236	1.27474	13678	50	0
2023.12.29	16:00	1.27206	1.27375	1.27009	1.27331	9882	50	0
2023.12.29	15:00	1.27192	1.27316	1.27077	1.27205	9235	50	0
2023.12.29	14:00	1.27456	1.27495	1.27143	1.27193	6797	50	0
2023.12.29	13:00	1.27333	1.27458	1.27226	1.27457	6649	50	0
2023.12.29	12:00	1.27055	1.27338	1.27043	1.27333	7128	50	0
2023.12.29	11:00	1.27388	1.27405	1.27004	1.27055	7626	50	0
2023.12.29	10:00	1.27468	1.27569	1.27384	1.27389	7022	50	0
2023.12.29	09:00	1.27709	1.27709	1.27447	1.27467	4517	50	0
2023.12.29	08:00	1.27628	1.27726	1.27604	1.27707	4501	50	0
2023.12.29	07:00	1.27466	1.27639	1.27452	1.27628	3906	50	0
2023.12.29	06:00	1.27378	1.27470	1.27365	1.27465	2226	50	0
2023.12.29	05:00	1.27356	1.27390	1.27323	1.27377	2172	50	0
2023.12.29	04:00	1.27365	1.27397	1.27342	1.27357	2687	50	0
2023.12.29	03:00	1.27393	1.27470	1.27355	1.27366	4958	50	0
2023.12.29	02:00	1.27345	1.27399	1.27289	1.27392	3172	50	0
2023.12.29	01:00	1.27320	1.27360	1.27294	1.27344	1583	50	0
2023.12.29	00:00	1.27258	1.27339	1.27198	1.27320	1133	50	0
2023.12.28	23:00	1.27329	1.27361	1.27248	1.27308	2445	50	0
2023.12.28	22:00	1.27268	1.27382	1.27258	1.27328	5116	50	0
2023.12.28	21:00	1.27255	1.27289	1.27158	1.27268	4735	50	0
2023.12.28	20:00	1.27394	1.27399	1.27122	1.27253	6204	50	0
2023.12.28	19:00	1.27411	1.27438	1.27283	1.27393	6425	50	0
2023.12.28	18:00	1.27705	1.27709	1.27384	1.27410	9765	50	0
2023.12.28	17:00	1.27721	1.27753	1.27553	1.27706	11288	50	0
2023.12.28	16:00	1.27418	1.27745	1.27376	1.27722	10299	50	0
2023.12.28	15:00	1.27654	1.27759	1.27382	1.27417	10481	50	0
2023.12.28	14:00	1.27916	1.27917	1.27649	1.27653	6196	50	0
2023.12.28	13:00	1.27971	1.28002	1.27875	1.27915	5571	50	0
2023.12.28	12:00	1.27942	1.28054	1.27891	1.27970	6754	50	0
2023.12.28	11:00	1.28044	1.28126	1.27908	1.27941	8417	50	0
2023.12.28	10:00	1.28185	1.28189	1.27985	1.28045	8450	50	0
2023.12.28	09:00	1.28067	1.28279	1.28060	1.28183	6870	50	0
2023.12.28	08:00	1.28092	1.28136	1.28052	1.28069	4487	50	0
2023.12.28	07:00	1.28072	1.28165	1.28070	1.28092	4949	50	0
2023.12.28	06:00	1.28127	1.28127	1.28047	1.28072	2629	50	0
2023.12.28	05:00	1.28084	1.28146	1.28074	1.28127	3041	50	0
2023.12.28	04:00	1.28126	1.28128	1.28014	1.28086	3416	50	0
2023.12.28	03:00	1.28028	1.28138	1.28020	1.28127	4141	50	0
2023.12.28	02:00	1.28000	1.28045	1.27985	1.28029	3612	50	0
2023.12.28	01:00	1.27994	1.28027	1.27984	1.27999	1603	50	0
2023.12.28	00:00	1.27975	1.28000	1.27811	1.27994	663	50	0
2023.12.27	23:00	1.27994	1.28015	1.27963	1.27988	2140	50	0
2023.12.27	22:00	1.27941	1.27995	1.27906	1.27995	5943	50	0
2023.12.27	21:00	1.27929	1.28017	1.27834	1.27940	7733	50	0
2023.12.27	20:00	1.27894	1.27982	1.27862	1.27930	6587	50	0
2023.12.27	19:00	1.27961	1.27993	1.27868	1.27896	5907	50	0
2023.12.27	18:00	1.27886	1.28024	1.27881	1.27960	9676	50	0
2023.12.27	17:00	1.27719	1.27887	1.27635	1.27887	11899	50	0
2023.12.27	16:00	1.27546	1.27780	1.27439	1.27718	9943	50	0
2023.12.27	15:00	1.27426	1.27592	1.27402	1.27545	8364	50	0
2023.12.27	14:00	1.27351	1.27455	1.27310	1.27425	6484	50	0
2023.12.27	13:00	1.27325	1.27387	1.27223	1.27352	5489	50	0
2023.12.27	12:00	1.27203	1.27334	1.27103	1.27324	5556	50	0
2023.12.27	11:00	1.27006	1.27289	1.27003	1.27202	6406	50	0
2023.12.27	10:00	1.27253	1.27284	1.26985	1.27006	7856	50	0
2023.12.27	09:00	1.27303	1.27351	1.27240	1.27255	5511	50	0
2023.12.27	08:00	1.27323	1.27337	1.27285	1.27302	3213	50	0
2023.12.27	07:00	1.27309	1.27327	1.27261	1.27324	3154	50	0
2023.12.27	06:00	1.27245	1.27314	1.27242	1.27309	2232	50	0
2023.12.27	05:00	1.27265	1.27271	1.27223	1.27244	2702	50	0
2023.12.27	04:00	1.27251	1.27287	1.27199	1.27266	3546	50	0
2023.12.27	03:00	1.27211	1.27255	1.27162	1.27250	4952	50	0
2023.12.27	02:00	1.27261	1.27270	1.27165	1.27212	2971	50	0
2023.12.27	01:00	1.27206	1.27300	1.27178	1.27260	1175	50	0
2023.12.27	00:00	1.27112	1.27223	1.27102	1.27190	586	50	0
2023.12.26	23:00	1.27261	1.27294	1.27222	1.27228	1806	50	0
2023.12.26	22:00	1.27231	1.27304	1.27216	1.27261	4469	50	0
2023.12.26	21:00	1.27083	1.27238	1.27080	1.27232	4703	50	0
2023.12.26	20:00	1.27067	1.27112	1.27052	1.27082	4656	50	0
2023.12.26	19:00	1.27074	1.27096	1.27019	1.27066	3829	50	0
2023.12.26	18:00	1.27046	1.27129	1.27023	1.27073	5197	50	0
2023.12.26	17:00	1.27077	1.27200	1.27024	1.27048	6472	50	0
2023.12.26	16:00	1.27041	1.27188	1.27015	1.27078	7530	50	0
2023.12.26	15:00	1.26911	1.27120	1.26906	1.27040	6327	50	0
2023.12.26	14:00	1.26942	1.26943	1.26843	1.26910	3904	50	0
2023.12.26	13:00	1.26984	1.26996	1.26914	1.26943	5222	50	0
2023.12.26	12:00	1.26910	1.26995	1.26901	1.26985	3416	50	0
2023.12.26	11:00	1.26898	1.26940	1.26867	1.26909	2617	50	0
2023.12.26	10:00	1.26946	1.27034	1.26876	1.26897	3748	50	0
2023.12.26	09:00	1.27016	1.27020	1.26903	1.26947	3894	50	0
2023.12.26	08:00	1.27056	1.27079	1.27017	1.27019	2072	50	0
2023.12.26	07:00	1.27082	1.27106	1.27041	1.27057	2672	50	0
2023.12.26	06:00	1.27119	1.27130	1.27067	1.27085	2295	50	0
2023.12.26	05:00	1.27060	1.27130	1.27052	1.27118	2101	50	0
2023.12.26	04:00	1.27061	1.27079	1.27020	1.27058	2836	50	0
2023.12.26	03:00	1.27016	1.27073	1.26998	1.27060	2878	50	0
2023.12.26	02:00	1.27037	1.27047	1.26988	1.27015	2053	50	0
2023.12.26	01:00	1.26890	1.27120	1.26876	1.27036	2711	50	0
2023.12.26	00:00	1.26887	1.26892	1.26831	1.26890	209	50	0
2023.12.22	23:00	1.27026	1.27034	1.26967	1.26978	4372	50	0
2023.12.22	22:00	1.27030	1.27052	1.26959	1.27027	6170	50	0
2023.12.22	21:00	1.27036	1.27036	1.26900	1.27030	8828	50	0
2023.12.22	20:00	1.27090	1.27100	1.27018	1.27035	6825	50	0
2023.12.22	19:00	1.27192	1.27217	1.26980	1.27093	9447	50	0
2023.12.22	18:00	1.27158	1.27285	1.27091	1.27191	11849	50	0
2023.12.22	17:00	1.27315	1.27375	1.27115	1.27157	13969	50	0
2023.12.22	16:00	1.27348	1.27440	1.27167	1.27298	12801	50	0
2023.12.22	15:00	1.27180	1.27375	1.26929	1.27347	15348	50	0
2023.12.22	14:00	1.27341	1.27419	1.27105	1.27179	7642	50	0
2023.12.22	13:00	1.27189	1.27436	1.27179	1.27336	8393	50	0
2023.12.22	12:00	1.26863	1.27209	1.26861	1.27189	6239	50	0
2023.12.22	11:00	1.27017	1.27069	1.26822	1.26866	7126	50	0
2023.12.22	10:00	1.26943	1.27053	1.26891	1.27016	10211	50	0
2023.12.22	09:00	1.26812	1.27132	1.26807	1.26943	8169	50	0
2023.12.22	08:00	1.26857	1.26917	1.26812	1.26812	3669	50	0
2023.12.22	07:00	1.26880	1.26881	1.26811	1.26858	4343	50	0
2023.12.22	06:00	1.26838	1.26900	1.26836	1.26881	3719	50	0
2023.12.22	05:00	1.26868	1.26915	1.26799	1.26837	4481	50	0
2023.12.22	04:00	1.26809	1.26885	1.26798	1.26869	3839	50	0
2023.12.22	03:00	1.26900	1.26915	1.26788	1.26810	6064	50	0
2023.12.22	02:00	1.26827	1.26903	1.26820	1.26897	4439	50	0
2023.12.22	01:00	1.26777	1.26922	1.26777	1.26828	2808	50	0
2023.12.22	00:00	1.26880	1.26880	1.26706	1.26778	537	50	0
2023.12.21	23:00	1.26874	1.26925	1.26846	1.26896	3761	50	0
2023.12.21	22:00	1.26853	1.26894	1.26782	1.26873	7449	50	0
2023.12.21	21:00	1.26741	1.26925	1.26722	1.26852	8547	50	0
2023.12.21	20:00	1.26645	1.26763	1.26587	1.26741	10265	50	0
2023.12.21	19:00	1.26678	1.26742	1.26579	1.26644	11245	50	0
2023.12.21	18:00	1.26554	1.26706	1.26430	1.26675	13446	50	0
2023.12.21	17:00	1.26682	1.26721	1.26449	1.26555	17340	50	0
2023.12.21	16:00	1.26809	1.26908	1.26647	1.26683	16754	50	0
2023.12.21	15:00	1.26568	1.26959	1.26412	1.26809	14743	50	0
2023.12.21	14:00	1.26660	1.26728	1.26550	1.26568	8099	50	0
2023.12.21	13:00	1.26410	1.26748	1.26409	1.26660	8954	50	0
2023.12.21	12:00	1.26312	1.26414	1.26214	1.26409	8269	50	0
2023.12.21	11:00	1.26214	1.26337	1.26123	1.26313	7868	50	0
2023.12.21	10:00	1.26370	1.26440	1.26172	1.26214	9318	50	0
2023.12.21	09:00	1.26365	1.26478	1.26315	1.26370	7023	50	0
2023.12.21	08:00	1.26496	1.26497	1.26342	1.26363	4865	50	0
2023.12.21	07:00	1.26407	1.26512	1.26402	1.26497	4083	50	0
2023.12.21	06:00	1.26341	1.26416	1.26326	1.26406	4639	50	0
2023.12.21	05:00	1.26330	1.26377	1.26304	1.26341	5145	50	0
2023.12.21	04:00	1.26419	1.26438	1.26322	1.26330	5042	50	0
2023.12.21	03:00	1.26454	1.26503	1.26402	1.26422	5277	50	0
2023.12.21	02:00	1.26397	1.26465	1.26355	1.26455	3468	50	0
2023.12.21	01:00	1.26362	1.26417	1.26338	1.26398	3559	50	0
2023.12.21	00:00	1.26362	1.26440	1.26255	1.26362	971	50	0
2023.12.20	23:00	1.26262	1.26401	1.26248	1.26381	6877	50	0
2023.12.20	22:00	1.26422	1.26463	1.26259	1.26266	13351	50	0
2023.12.20	21:00	1.26639	1.26663	1.26400	1.26421	9199	50	0
2023.12.20	20:00	1.26700	1.26738	1.26614	1.26639	7652	50	0
2023.12.20	19:00	1.26581	1.26743	1.26524	1.26701	8267	50	0
2023.12.20	18:00	1.26678	1.26752	1.26576	1.26581	10631	50	0
2023.12.20	17:00	1.26797	1.26817	1.26573	1.26680	14830	50	0
2023.12.20	16:00	1.26611	1.26803	1.26576	1.26798	13039	50	0
2023.12.20	15:00	1.26381	1.26638	1.26368	1.26608	12043	50	0
2023.12.20	14:00	1.26509	1.26594	1.26296	1.26381	8368	50	0
2023.12.20	13:00	1.26547	1.26642	1.26491	1.26509	7619	50	0
2023.12.20	12:00	1.26786	1.26797	1.26493	1.26547	7666	50	0
2023.12.20	11:00	1.26641	1.26792	1.26547	1.26785	8486	50	0
2023.12.20	10:00	1.26639	1.26693	1.26548	1.26641	11332	50	0
2023.12.20	09:00	1.27089	1.27099	1.26472	1.26634	11296	50	0
2023.12.20	08:00	1.27217	1.27219	1.27088	1.27088	3687	50	0
2023.12.20	07:00	1.27241	1.27248	1.27193	1.27218	3789	50	0
2023.12.20	06:00	1.27199	1.27254	1.27190	1.27240	2935	50	0
2023.12.20	05:00	1.27201	1.27210	1.27177	1.27198	2876	50	0
2023.12.20	04:00	1.27191	1.27233	1.27169	1.27202	3330	50	0
2023.12.20	03:00	1.27243	1.27263	1.27155	1.27192	5669	50	0
2023.12.20	02:00	1.27299	1.27300	1.27201	1.27242	3387	50	0
2023.12.20	01:00	1.27264	1.27326	1.27245	1.27300	2464	50	0
2023.12.20	00:00	1.27244	1.27317	1.27129	1.27267	634	50	0
2023.12.19	23:00	1.27241	1.27320	1.27202	1.27318	3484	50	0
2023.12.19	22:00	1.27226	1.27255	1.27159	1.27242	6445	50	0
2023.12.19	21:00	1.27294	1.27326	1.27199	1.27227	7082	50	0
2023.12.19	20:00	1.27351	1.27386	1.27274	1.27293	7446	50	0
2023.12.19	19:00	1.27494	1.27513	1.27336	1.27354	7442	50	0
2023.12.19	18:00	1.27384	1.27619	1.27346	1.27496	11368	50	0
2023.12.19	17:00	1.27446	1.27507	1.27255	1.27384	14329	50	0
2023.12.19	16:00	1.27434	1.27578	1.27340	1.27445	13853	50	0
2023.12.19	15:00	1.27356	1.27466	1.27285	1.27432	12009	50	0
2023.12.19	14:00	1.27022	1.27381	1.27020	1.27356	8588	50	0
2023.12.19	13:00	1.27018	1.27099	1.26975	1.27021	7683	50	0
2023.12.19	12:00	1.26991	1.27132	1.26933	1.27019	8266	50	0
2023.12.19	11:00	1.26788	1.27014	1.26767	1.26989	8266	50	0
2023.12.19	10:00	1.26677	1.26830	1.26644	1.26787	9007	50	0
2023.12.19	09:00	1.26591	1.26776	1.26510	1.26675	9958	50	0
2023.12.19	08:00	1.26578	1.26653	1.26527	1.26590	5621	50	0
2023.12.19	07:00	1.26620	1.26647	1.26561	1.26580	3919	50	0
2023.12.19	06:00	1.26599	1.26631	1.26551	1.26621	3577	50	0
2023.12.19	05:00	1.26559	1.26644	1.26538	1.26600	5090	50	0
2023.12.19	04:00	1.26529	1.26584	1.26500	1.26560	6407	50	0
2023.12.19	03:00	1.26538	1.26631	1.26520	1.26530	4789	50	0
2023.12.19	02:00	1.26530	1.26572	1.26494	1.26537	3532	50	0
2023.12.19	01:00	1.26470	1.26528	1.26449	1.26527	1745	50	0
2023.12.19	00:00	1.26435	1.26487	1.26299	1.26466	510	50	0
2023.12.18	23:00	1.26466	1.26529	1.26407	1.26469	4462	50	0
2023.12.18	22:00	1.26400	1.26481	1.26379	1.26466	7768	50	0
2023.12.18	21:00	1.26410	1.26422	1.26335	1.26400	7498	50	0
2023.12.18	20:00	1.26527	1.26529	1.26403	1.26411	7854	50	0
2023.12.18	19:00	1.26310	1.26534	1.26286	1.26526	7967	50	0
2023.12.18	18:00	1.26443	1.26562	1.26297	1.26310	10452	50	0
2023.12.18	17:00	1.26668	1.26680	1.26356	1.26442	13137	50	0
2023.12.18	16:00	1.26669	1.26703	1.26589	1.26667	13132	50	0
2023.12.18	15:00	1.26582	1.26726	1.26536	1.26668	12251	50	0
2023.12.18	14:00	1.26545	1.26684	1.26512	1.26583	8413	50	0
2023.12.18	13:00	1.26665	1.26675	1.26456	1.26542	7823	50	0
2023.12.18	12:00	1.26668	1.26786	1.26633	1.26666	8187	50	0
2023.12.18	11:00	1.26857	1.26950	1.26653	1.26667	9317	50	0
2023.12.18	10:00	1.26910	1.26951	1.26842	1.26860	9684	50	0
2023.12.18	09:00	1.26896	1.27039	1.26854	1.26907	7016	50	0
2023.12.18	08:00	1.26934	1.26938	1.26867	1.26897	4157	50	0
2023.12.18	07:00	1.26954	1.26996	1.26901	1.26933	4000	50	0
2023.12.18	06:00	1.26942	1.26956	1.26904	1.26954	3603	50	0
2023.12.18	05:00	1.26877	1.26994	1.26865	1.26941	3956	50	0
2023.12.18	04:00	1.26811	1.26896	1.26811	1.26876	4892	50	0
2023.12.18	03:00	1.26826	1.26842	1.26742	1.26814	6511	50	0
2023.12.18	02:00	1.26715	1.26827	1.26708	1.26825	4719	50	0
2023.12.18	01:00	1.26742	1.26757	1.26666	1.26714	2043	50	0
2023.12.18	00:00	1.26820	1.26820	1.26552	1.26666	1107	50	0
2023.12.15	23:00	1.26736	1.26778	1.26696	1.26743	5742	50	0
2023.12.15	22:00	1.26896	1.26962	1.26738	1.26738	8617	50	0
2023.12.15	21:00	1.26734	1.26908	1.26708	1.26895	9696	50	0
2023.12.15	20:00	1.27051	1.27053	1.26685	1.26736	9999	50	0
2023.12.15	19:00	1.27074	1.27159	1.27024	1.27051	9478	50	0
2023.12.15	18:00	1.26987	1.27102	1.26849	1.27073	11674	50	0
2023.12.15	17:00	1.27103	1.27205	1.26948	1.26987	16284	50	0
2023.12.15	16:00	1.27107	1.27300	1.27039	1.27102	18474	50	0
2023.12.15	15:00	1.27486	1.27588	1.26989	1.27108	16428	50	0
2023.12.15	14:00	1.27712	1.27750	1.27459	1.27485	8364	50	0
2023.12.15	13:00	1.27805	1.27826	1.27635	1.27711	9117	50	0
2023.12.15	12:00	1.27743	1.27903	1.27743	1.27806	9032	50	0
2023.12.15	11:00	1.27476	1.27760	1.27400	1.27745	11036	50	0
2023.12.15	10:00	1.27678	1.27746	1.27419	1.27476	12696	50	0
2023.12.15	09:00	1.27644	1.27707	1.27573	1.27680	9648	50	0
2023.12.15	08:00	1.27590	1.27647	1.27525	1.27642	5950	50	0
2023.12.15	07:00	1.27686	1.27699	1.27585	1.27591	5735	50	0
2023.12.15	06:00	1.27665	1.27741	1.27646	1.27687	4881	50	0
2023.12.15	05:00	1.27653	1.27690	1.27595	1.27664	4736	50	0
2023.12.15	04:00	1.27546	1.27680	1.27546	1.27654	6475	50	0
2023.12.15	03:00	1.27537	1.27595	1.27512	1.27547	7323	50	0
2023.12.15	02:00	1.27705	1.27711	1.27470	1.27536	5112	50	0
2023.12.15	01:00	1.27572	1.27711	1.27572	1.27708	2895	50	0
2023.12.15	00:00	1.27655	1.27655	1.27556	1.27561	683	50	0
2023.12.14	23:00	1.27716	1.27716	1.27611	1.27645	4260	50	0
2023.12.14	22:00	1.27577	1.27717	1.27541	1.27716	8603	50	0
2023.12.14	21:00	1.27526	1.27621	1.27481	1.27576	8849	50	0
2023.12.14	20:00	1.27839	1.27841	1.27484	1.27524	9841	50	0
2023.12.14	19:00	1.27659	1.27941	1.27571	1.27840	11409	50	0
2023.12.14	18:00	1.27593	1.27793	1.27532	1.27659	15290	50	0
2023.12.14	17:00	1.27451	1.27633	1.27216	1.27594	18134	50	0
2023.12.14	16:00	1.27270	1.27543	1.27026	1.27450	19480	50	0
2023.12.14	15:00	1.27153	1.27328	1.26775	1.27270	20257	50	0
2023.12.14	14:00	1.26610	1.27250	1.26609	1.27154	13755	50	0
2023.12.14	13:00	1.26600	1.26800	1.26573	1.26608	9745	50	0
2023.12.14	12:00	1.26676	1.26700	1.26521	1.26600	10612	50	0
2023.12.14	11:00	1.26394	1.26708	1.26371	1.26677	12514	50	0
2023.12.14	10:00	1.26200	1.26415	1.26152	1.26393	13542	50	0
2023.12.14	09:00	1.26428	1.26469	1.26120	1.26200	11015	50	0
2023.12.14	08:00	1.26360	1.26431	1.26336	1.26428	6395	50	0
2023.12.14	07:00	1.26371	1.26393	1.26292	1.26357	5885	50	0
