trade_date,symbol,candidate_model_family,benchmark_id,asset_universe_id,asset_return_1d,benchmark_return_1d,active_return_1d
20250912,000001.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.010970464135021007,-0.005725,-0.005245464135021007
20250912,000002.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,0.016105417276720324,-0.005725,0.021830417276720325
20250912,000651.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.007735073724921437,-0.005725,-0.0020100737249214374
20250912,000725.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,0.0024038461538460343,-0.005725,0.008128846153846035
20250912,002230.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.00038842493688096,-0.005725,0.00533657506311904
20250912,002594.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.006379585326953818,-0.005725,-0.0006545853269538182
20250912,300750.SZ,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,0.0075957215935513744,-0.005725,0.013320721593551375
20250912,600019.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.004249291784702458,-0.005725,0.001475708215297542
20250912,600030.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.018133860863831064,-0.005725,-0.012408860863831063
20250912,600050.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.01559792027729634,-0.005725,-0.009872920277296339
20250912,600276.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,0.01054327134280264,-0.005725,0.01626827134280264
20250912,600309.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.009352623118515258,-0.005725,-0.0036276231185152575
20250912,600519.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.004922874958976031,-0.005725,0.0008021250410239688
20250912,600760.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.010027192386131922,-0.005725,-0.004302192386131922
20250912,600900.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.0025000000000000577,-0.005725,0.0032249999999999423
20250912,601012.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.0092592592592593,-0.005725,-0.0035342592592593003
20250912,601225.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,0.001981178801386818,-0.005725,0.007706178801386818
20250912,601318.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.017209064576588773,-0.005725,-0.011484064576588772
20250912,601899.SH,benchmark_relative_sample_covariance,CSI300,a5_top_liquid_20,-0.002333722287047979,-0.005725,0.003391277712952021
