code,name,exchange,ticker,board,tradable,n_bars,last_date,last_close,ret_5d,ret_20d,vol_20d_ann,max_dd_60d,avg_amount_20d,clean_csv
301666,大普微-UW,SZ,301666.SZ,CYB,True,14,2026-05-08,504.81,0.9967960128159488,,,-0.12267429973420563,3046841391.4578567,data\ashare_clean\301666_SZ_1d.csv
300209,行云科技,SZ,300209.SZ,CYB,True,565,2026-05-08,23.24,0.6377730796335448,1.386036960985626,1.1858944535190332,-0.1696588868940755,1813816542.6184998,data\ashare_clean\300209_SZ_1d.csv
603045,福达合金,SH,603045.SH,SH_MAIN,True,565,2026-05-08,62.14,0.550012471938139,1.1803508771929825,0.7385253131143008,-0.19439679817038302,260942199.7395,data\ashare_clean\603045_SH_1d.csv
603937,丽岛新材,SH,603937.SH,SH_MAIN,True,565,2026-05-08,18.88,0.4984126984126984,0.3212036389083275,0.8958447740463766,-0.18336607727570398,212970540.3195,data\ashare_clean\603937_SH_1d.csv
301217,铜冠铜箔,SZ,301217.SZ,CYB,True,565,2026-05-08,88.54,0.4968723584108201,1.1695662827738298,1.0326041988387402,-0.3003009027081244,3069803895.9175,data\ashare_clean\301217_SZ_1d.csv
603399,永杉锂业,SH,603399.SH,SH_MAIN,True,565,2026-05-08,23.99,0.4965689332501557,1.1117957746478875,0.7052146837556648,-0.19401778496362154,1011939778.5125,data\ashare_clean\603399_SH_1d.csv
300571,平治信息,SZ,300571.SZ,CYB,True,565,2026-05-08,58.0,0.4910025706940875,0.9010160603080957,1.0864398904364598,-0.1356768424298489,835115270.8600001,data\ashare_clean\300571_SZ_1d.csv
300769,德方纳米,SZ,300769.SZ,CYB,True,565,2026-05-08,78.96,0.4870056497175139,0.9272638515987306,0.8603922011309835,-0.15713083718973497,1910284564.0625,data\ashare_clean\300769_SZ_1d.csv
300632,光莆股份,SZ,300632.SZ,CYB,True,565,2026-05-08,24.99,0.4708652148322543,0.6505944517833553,1.1519834251489813,-0.1455368693402328,762788189.9364998,data\ashare_clean\300632_SZ_1d.csv
300283,温州宏丰,SZ,300283.SZ,CYB,True,565,2026-05-08,16.98,0.4463373083475297,1.1797175866495508,0.9290113197370218,-0.1912442396313364,718512548.2700001,data\ashare_clean\300283_SZ_1d.csv
002929,润建股份,SZ,002929.SZ,SZ_MAIN,True,565,2026-05-08,78.23,0.4228810476536924,0.6497258540700126,0.9162254125042504,-0.16909174452442954,1262940143.7944999,data\ashare_clean\002929_SZ_1d.csv
301319,唯特偶,SZ,301319.SZ,CYB,True,565,2026-05-08,94.67,0.4178523288902203,1.2322565432680972,1.014191631423472,-0.20550195031820973,578107650.3489999,data\ashare_clean\301319_SZ_1d.csv
300161,华中数控,SZ,300161.SZ,CYB,True,565,2026-05-08,40.01,0.41478076379066464,0.45490909090909093,0.6568477020095387,-0.1879336349924584,234140340.78000003,data\ashare_clean\300161_SZ_1d.csv
002655,共达电声,SZ,002655.SZ,SZ_MAIN,True,565,2026-05-08,39.39,0.4113221067717665,1.0720673329826407,0.5389184173697094,-0.09186496956281132,1254033054.1875002,data\ashare_clean\002655_SZ_1d.csv
603629,利通电子,SH,603629.SH,SH_MAIN,True,565,2026-05-08,167.59,0.40418935902806874,1.61859375,0.8844778075704696,-0.16292052299103865,4080116729.5595,data\ashare_clean\603629_SH_1d.csv
300488,恒锋工具,SZ,300488.SZ,CYB,True,565,2026-05-08,41.56,0.4035798716649781,0.5501678478179786,0.8609034926348861,-0.3406369426751593,183425214.08749998,data\ashare_clean\300488_SZ_1d.csv
301511,德福科技,SZ,301511.SZ,CYB,True,565,2026-05-08,94.6,0.39754764366967055,1.3949367088607594,0.9130510452004532,-0.15994130594277323,2828370592.0175004,data\ashare_clean\301511_SZ_1d.csv
002081,金 螳 螂,SZ,002081.SZ,SZ_MAIN,True,565,2026-05-08,6.8,0.3963039014373715,1.0543806646525677,1.0795583321169724,-0.18416206261510126,1201025771.108,data\ashare_clean\002081_SZ_1d.csv
300302,同有科技,SZ,300302.SZ,CYB,True,565,2026-05-08,35.5,0.392156862745098,0.7884130982367756,0.7093357662783177,-0.2934947049924358,1155511630.2555003,data\ashare_clean\300302_SZ_1d.csv
002903,宇环数控,SZ,002903.SZ,SZ_MAIN,True,565,2026-05-08,46.34,0.39117382167517256,0.6850909090909092,0.6918446737083156,-0.18498227521753152,415532674.57850003,data\ashare_clean\002903_SZ_1d.csv
