trade_date	actual_trade_date	universe	snapshot_minute	sector_code	sector_name	theme_code	theme_name	main_net_amount	big_order_net_amount	strength	pct_chg	relative_inflow	float_market_cap	change_from_open	member_count	main_buy_amount	main_sell_amount
20260807	20260807	featured	15:00	801660k	通信	801660k	通信	22952506310	11323694852	19100	2.378	1.177330925540633	19495373655848	22477801279	0	264415313275	-241462806965
20260807	20260807	featured	15:00	801001k	芯片	801001k	芯片	15907652126	2826566766	11487	2.071	0.576983351759669	27570383231137	15684460017	0	303339041901	-287431389775
20260807	20260807	featured	15:00	801045k	医药	801045k	医药	8331358709	3981621120	20821	3.302	1.106957574557407	7526357739890	8233423803	0	48705339231	-40373980522
20260807	20260807	featured	15:00	801088k	有色金属	801088k	有色金属	7308187964	3764836522	2965	2.256	1.1811226702684647	6187492754109	7248264801	0	64946527643	-57638339679
20260807	20260807	featured	15:00	801807k	算力	801807k	算力	4812473319	1005758599	4660	0.801	0.19357736039180623	24860723946537	4659900131	0	73407427111	-68594953792
20260807	20260807	featured	15:00	801070k	光伏	801070k	光伏	3168411413	1076204603	958	1.095	0.2745916704490353	11538629004364	3161864295	126	24906780878	-21738369465
20260807	20260807	featured	15:00	801067k	面板	801067k	面板	2621151800	1443855654	558	2.478	0.4621890408467322	5671168219822	2215182995	0	22217980677	-19596828877
20260807	20260807	featured	15:00	801909k	可转债	801909k	可转债	2545340773	633641619	0	0.008			2430057872	0	15843352821	-13298012048
20260807	20260807	featured	15:00	801087k	风电	801087k	风电	2432166711	1313633304	61	0.702	0.4149621749854607	5861176891810	2435015613	56	23108322146	-20676155435
20260807	20260807	featured	15:00	801016k	稀土永磁	801016k	稀土永磁	2032729732	1464794180	952	1.964	1.323980005928347	1535317544750	2054290904	59	12541500369	-10508770637
20260807	20260807	featured	15:00	801235k	化工	801235k	化工	2000731797	647212281	738	0.729	0.15322681955565565	13057321184385	1972368435	0	35690706715	-33689974918
20260807	20260807	featured	15:00	801048k	黄金	801048k	黄金	1417757886	724691970	1845	1.658	0.4776258252643099	2968344279155	1342899273	11	15624398102	-14206640216
20260807	20260807	featured	15:00	801062k	军工	801062k	军工	1284398255	623250424	667	0.974	0.1413437380700065	9087054527763	1212470605	176	18000020123	-16715621868
20260807	20260807	featured	15:00	801369k	病毒防治	801369k	病毒防治	1056460353	156005605	162	1.962	0.20511330638089154	5150618317459	1098193427	21	10481849868	-9425389515
20260807	20260807	featured	15:00	801522k	专精特新	801522k	专精特新	886268689	42752288	124	1.616	0.15415166799444865	5749329219272	854464920	0	3471035609	-2584766920
20260807	20260807	featured	15:00	801631k	次新股	801631k	次新股	814782257	44951259	616	1.501	1.27751884113009	637784924001	776658257	0	826127478	-11345221
20260807	20260807	featured	15:00	801843k	商业航天	801843k	商业航天	761964945	291528756	1971	1.186	0.07686366367874539	9913200965604	768107366	347	6335960537	-5573995592
20260807	20260807	featured	15:00	801519k	汽车类	801519k	汽车类	653274035	-29508003	60	0.897	0.036988062669816926	17661753221076	641246021	0	14472944478	-13819670443
20260807	20260807	featured	15:00	801250k	并购重组	801250k	并购重组	592271917	603987462	4619	0.898	0.042455079445634175	13950554909653	577030724	0	6103709587	-5511437670
20260807	20260807	featured	15:00	801074k	核电	801074k	核电	589429914	985147862	-181	0.678	0.08613354287812267	6843209907597	195410233	96	9855583892	-9266153978
20260807	20260807	featured	15:00	801328k	消费电子	801328k	消费电子	535530990	194993293	-74	1.61	0.034098283413590134	15705511726334	521787963	89	16262155809	-15726624819
20260807	20260807	featured	15:00	801080k	煤炭	801080k	煤炭	478915527	161674128	-243	-0.435	0.20052782411647233	2388274690109	566999237	0	5828638766	-5349723239
20260807	20260807	featured	15:00	801159k	机器人概念	801159k	机器人概念	443181144	73092481	2524	0.907	0.02381965750863573	18605689180851	432319242	0	25500419496	-25057238352
20260807	20260807	featured	15:00	801178k	储能	801178k	储能	433503752	140650892	348	0.67	0.02876101012847002	15072619148758	411224582	0	15151915811	-14718412059
20260807	20260807	featured	15:00	801420k	蓝宝石	801420k	蓝宝石	411164235	99452225	222	2.229	0.39225487491666844	1048206819832	411403166	0	1540376148	-1129211913
20260807	20260807	featured	15:00	801190k	卫星导航	801190k	卫星导航	397349936	260730286	74	1.144	0.09475894351397308	4193271065136	359004830	0	4293289231	-3895939295
20260807	20260807	featured	15:00	801012k	钢铁	801012k	钢铁	371749314	47428936	-29	-0.294	0.4351197177894512	854360992622	348890922	0	3547444638	-3175695324
20260807	20260807	featured	15:00	801572k	中报增长	801572k	中报增长	321768237	5071734	1840	1.566	0.010014447580653025	32130403041065	315182018	0	6972373306	-6650605069
20260807	20260807	featured	15:00	801004k	锂电池	801004k	锂电池	312802792	314747373	1841	1.416	0.023026797207353202	13584294384636	356875575	103	39524502097	-39211699305
20260807	20260807	featured	15:00	801366k	业绩增长	801366k	业绩增长	283777436	-6014728	1542	1.609	0.008956506358315587	31683942895494	277191217	0	6776216794	-6492439358
20260807	20260807	featured	15:00	801377k	金刚石概念	801377k	金刚石概念	283083763	72128563	331	3.773	1.0568565848112266	267854472469	275830078	0	1488845083	-1205761320
20260807	20260807	featured	15:00	801199k	汽车零部件	801199k	汽车零部件	275335734	-227949987	-578	0.995	0.015633038530064078	17612425982991	239619893	0	17919210252	-17643874518
20260807	20260807	featured	15:00	801086k	玻璃	801086k	玻璃	274214330	78519800	482	2.125	0.4082982258387347	671603040735	274166110	19	1186976844	-912762514
20260807	20260807	featured	15:00	801168k	工业气体	801168k	工业气体	236099313	89657255	140	2.187	1.3834491182728887	170659917941	236619299	0	883944061	-647844748
20260807	20260807	featured	15:00	801676k	地产链	801676k	地产链	208786842	280329558	456	-0.188	0.07201379888599425	2899261603051	223518135	113	5004656247	-4795869405
20260807	20260807	featured	15:00	801464k	农业	801464k	农业	175393954	-91611684	14	0.289	0.04457820002155418	3934523016075	156936617	0	4037558156	-3862164202
20260807	20260807	featured	15:00	801120k	电力	801120k	电力	166292916	32264072	502	0.086	0.01981973785795498	8390268185775	152739738	217	9656968129	-9490675213
20260807	20260807	featured	15:00	801874k	电源	801874k	电源	161362545	3895317	930	1.687	0.0563542100524973	2863362734562	161362545	0	939325088	-777962543
20260807	20260807	featured	15:00	801878k	端侧AI	801878k	端侧AI	145890531	25254341	125	1.402	0.018838516007716084	7744268759824	135425794	0	14434976312	-14289085781
20260807	20260807	featured	15:00	801165k	氢能源	801165k	氢能源	137554552	-62623526	40	0.592	0.014839304331949637	9269609202895	137089192	83	3671540086	-3533985534
20260807	20260807	featured	15:00	801144k	医美	801144k	医美	134774182	167237163	174	1.976	0.12474554531242871	1080392743985	139455081	32	1504960802	-1370186620
20260807	20260807	featured	15:00	801046k	医疗器械	801046k	医疗器械	122760111	68390242	187	2.286	0.02914257549610919	4212397460080	114133586	0	4440093074	-4317332963
20260807	20260807	featured	15:00	801057k	石油石化	801057k	石油石化	116597013	-74562204	-32	-0.327	0.03233394254225836	3606025242595	121160385	0	3358285418	-3241688405
20260807	20260807	featured	15:00	801580k	发电机	801580k	发电机	110547710	-49717700	26	0.261	0.17531093318470548	630580808577	108163201	0	1420226598	-1309678888
20260807	20260807	featured	15:00	801422k	小金属概念	801422k	小金属概念	109366278	128644579	187	2.201	0.02121291331333268	5155646298298	113880891	0	1657779238	-1548412960
20260807	20260807	featured	15:00	801452k	再融资	801452k	再融资	106867357	2494048	81	0.95	0.03537843848366954	3020691742778	108877290	0	1774390256	-1667522899
20260807	20260807	featured	15:00	801973k	保健品	801973k	保健品	79828567	-2105142	666	1.947	0.06093833968996147	1309989202301	78953933	0	824137456	-744308889
20260807	20260807	featured	15:00	801358k	大飞机	801358k	大飞机	75298683	36515696	60	0.606	0.033925196218165345	2219550404831	77336620	46	1099535018	-1024236335
20260807	20260807	featured	15:00	801612k	脑机接口	801612k	脑机接口	74561011	24479132	142	1.614	0.05223388246339242	1427445318702	74774942	55	563707349	-489146338
20260807	20260807	featured	15:00	801224k	3D打印	801224k	3D打印	72870541	998266	665	1.911	0.07873114801245226	925561773702	74417686	0	463226281	-390355740
20260807	20260807	featured	15:00	801829k	低空经济	801829k	低空经济	66279913	212187800	22	0.409	0.01287944741858905	5146176760995	74623731	124	2378735549	-2312455636
20260807	20260807	featured	15:00	801694k	非金属材料	801694k	非金属材料	61419275	-57790226	196	2.755	0.0501717904200006	1224179453949	47740879	0	8638704359	-8577285084
20260807	20260807	featured	15:00	801243k	宠物经济	801243k	宠物经济	61382108	44882935	78	1.21	0.060273957160409494	1018385234549	56095226	57	553293225	-491911117
20260807	20260807	featured	15:00	801635k	平台经济	801635k	平台经济	58335302	62628978	-14	-0.053	0.011102088559059932	5254443944459	61845948	0	5559097134	-5500761832
20260807	20260807	featured	15:00	801470k	西部大开发	801470k	西部大开发	56997009	28042683	53	0.762	0.004909898693647673	11608591654598	57380008	47	1618635462	-1561638453
20260807	20260807	featured	15:00	801139k	培育钻石	801139k	培育钻石	53502977	90290360	1113	3.132	0.2463055095697172	217222006497	38119162	0	137575329	-84072352
20260807	20260807	featured	15:00	801752k	广西壮族自治区	801752k	广西壮族自治区	52763798	969467	-1	-0.011	0.13546998524379478	389486998947	51795935	0	431047071	-378283273
20260807	20260807	featured	15:00	801994k	西藏水电站	801994k	西藏水电站	51899678	-3899225	25	0.394	0.03758881838031926	1380721188809	51899678	0	141710986	-89811308
20260807	20260807	featured	15:00	801468k	电子烟	801468k	电子烟	47297687	-3954224	83	1.883	0.07729340347928652	611923978903	48789175	27	1163084290	-1115786603
20260807	20260807	featured	15:00	801768k	陕西省	801768k	陕西省	44801230	12758258	62	0.931	0.03091369471527525	1449235699991	45144430	0	393594417	-348793187
20260807	20260807	featured	15:00	801148k	碳中和	801148k	碳中和	44029442	14516766	-18	-0.148	0.00818923277931088	5376503902934	46634292	0	1667528989	-1623499547
20260807	20260807	featured	15:00	801642k	石英材料	801642k	石英材料	43446796	11680587	266	3.64	0.19669142863341785	220888100218	43446796	0	250759491	-207312695
20260807	20260807	featured	15:00	801529k	激光	801529k	激光	42351400	-1762252	208	2.081	0.0658146639105705	643494891314	42760448	0	481521365	-439169965
20260807	20260807	featured	15:00	801530k	中字头	801530k	中字头	33936748	-16819483	-9	0.07	0.0030332664849264225	11188185465618	36504673	0	748844848	-714908100
