group_name	file_name	repo_path	source_repo_path	generator_entry	current_role	evidence_mode	note
runtime_structured_inputs	core_pool_20260508.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/core_pool_20260508.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/core_pool_20260508.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	factors_ladder_20260508.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/factors_ladder_20260508.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/factors_ladder_20260508.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	focus_pool_20260508.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/focus_pool_20260508.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/focus_pool_20260508.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	focus_pool_20260509.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/focus_pool_20260509.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/focus_pool_20260509.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	top10_day_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/top10_day_20260513.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/top10_day_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	top10_week_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/top10_week_20260513.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/top10_week_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	top20_week_20260509.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/top20_week_20260509.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/top20_week_20260509.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	top3_day_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/top3_day_20260513.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/top3_day_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	top3_day_state_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/top3_day_state_20260513.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/top3_day_state_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
runtime_structured_inputs	top3_week_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/data/raw/watchlist_inputs/batch09_promoted/structured_inputs/top3_week_20260513.csv	00_assets/_raw_snapshot_batch09/ashare_watchlist/top3_week_20260513.csv	02_runtime/butler_r0_ohlcv_object_cards/promote_batch09_watchlist_tripartite_v1.py	formal_historical_watchlist_input	historical_recovered	从 batch09 ashare_watchlist 归位到 runtime watchlist 结构化输入层
